번호,업체명,차종,차명,형식,사용연료,인증구분,"배출가스
인증번호","배출가스
인증일","1회충전주행거리(km)
상온 도심","1회충전주행거리(km)
상온 고속","1회충전주행거리(km)
상온 복합","1회충전주행거리(km)
저온 도심","1회충전주행거리(km)
저온 고속","1회충전주행거리(km)
저온 복합"
259,포르쉐코리아(주),승용(소형),타이칸 크로스 투리스모 터보,Y1A,전기(EV),신규인증,NMY-SG-21-5,2022-03-15,309,293,302,160,237,195
260,포르쉐코리아(주),승용(소형),타이칸 크로스 투리스모 터보 (5인승),Y1A,전기(EV),신규인증,NMY-SG-21-5,2022-03-15,309,293,302,160,237,195
257,메르세데스벤츠코리아(주),승용(소형),Mercedes-Benz EQA250,243 701,전기(EV),신규인증,NMY-MK-21-5,2022-03-16,314.944,283.525,300.805,222.283,247.807,233.769
256,BMW Korea,승용(소형),BMW iX M60,31CF,전기(EV),신규인증,NMY-BK-21-3,2022-03-18,428,451,438,266,385,319
255,(주)티에스에코에너지,승용(대형),일레누스(ELENUUS),TS900,전기(EV),신규인증,NMY-TS-21-1,2022-03-22,,,336,,,
194,현대자동차(주),승용(초대형),일렉시티,ECP5224-A224P-S1,전기(EV),신규인증,NMY-HD-21-10,2022-03-29,,,395,,,
195,현대자동차(주),승용(초대형),일렉시티,ECP5027-A224P-S1,전기(EV),신규인증,NMY-HD-21-10,2022-03-29,,,395,,,
196,현대자동차(주),승용(초대형),일렉시티,ECP5125-A224P-S1,전기(EV),신규인증,NMY-HD-21-10,2022-03-29,,,395,,,
197,그린모빌리티,이륜,GMT-V6,EBDV-1.0,전기(EV),신규인증,NMY-GR-21-11,2022-04-06,88.3,,,79.9,,
198,그린모빌리티,이륜,GXT-PROX,EBWCX-3.0,전기(EV),신규인증,NMY-GR-21-12,2022-04-06,49.2,,,40.6,,
254,(주)더좋은사람,이륜,c40B,C-7222,전기(EV),신규인증,NMY-GP-21-1,2022-04-07,73,,,57.3,,
253,가브리엘,이륜,D1,DF02,전기(EV),신규인증,NMY-HH-21-1,2022-04-11,58.1,,,47.4,,
199,그린모빌리티,이륜,마실이,ETDMA-1.0,전기(EV),신규인증,NMY-GR-21-13,2022-04-11,71.1,,,60.4,,
252,메르세데스벤츠코리아(주),승용(소형),Mercedes-AMG EQS53 4MATIC+,297 155,전기(EV),신규인증,NMY-MK-21-6,2022-04-12,438.348,430.65,434.884,220.243,320.082,265.171
200,현대자동차(주),승용(대형),일렉시티 타운,ECT-4118-A22-SR,전기(EV),신규인증,NMY-HD-21-15,2022-04-13,,,330.2,,,
201,현대자동차(주),승용(대형),일렉시티 타운,ECT-4118-A22-L,전기(EV),신규인증,NMY-HD-21-15,2022-04-13,,,330.2,,,
202,테서렉트,이륜,트리니티,TRINITY1,전기(EV),신규인증,NMY-TR-21-14,2022-04-13,48.6,,,40.5,,
203,기아(주),승용(소형),니로 플러스 EV 항속형 2WD 17인치,DE-EV-G7A-17,전기(EV),신규인증,NMY-KM-21-16,2022-04-18,434,343,393,349,359,353
204,기아(주),승용(소형),니로 EV 17인치,SG2-EV-G7A-17,전기(EV),신규인증,NMY-KM-21-17,2022-04-18,440,359,404,291,317,303
250,(주)이누리,이륜,브이원,DJ1,전기(EV),신규인증,NMY-ET-21-1,2022-04-19,104.8,,,81,,
251,제이스모빌리티(주),화물(중형),이티밴,X30LEV,전기(EV),신규인증,NMY-JS-21-1,2022-04-19,245,181,216,196,187,192
249,(주)이브이케이엠씨,화물(중형),MASADA 픽업,DFSKEC31,전기(EV),신규인증,NMY-VK-21-2,2022-04-22,167,115,143,123,109,117
205,(주)진우에스엠씨,화물(소형),포텐스,EV-P,전기(EV),변경인증,LMY-JW-21-102,2022-04-28,81,75,78,91,88,89
206,범한자동차(주),승용(대형),E-STAR 8(281kWh),E-STAR 8,전기(EV),신규인증,NMY-BH-21-18,2022-05-04,,,376,,,
248,BMW Korea,이륜,BMW CE04,0C51,전기(EV),신규인증,NMY-BK-21-2,2022-05-06,108.8,,,84.9,,
247,케이알모터스(주),이륜,이델리로드프로,HF48-EK,전기(EV),변경인증,LMY-KR-21-1,2022-05-10,72.1,,,59.6,,
207,(주)대창모터스,화물(소형),다니고-C,Danigo-C,전기(EV),신규인증,NMY-DC-21-19,2022-05-12,255,164,214,219,181,202
208,(주)시엔케이,이륜,트리오 와이드,CMS-T1,전기(EV),신규인증,NMY-CN-21-20,2022-05-17,60.9,,,49.8,,
246,(주)피라인모터스,승용(대형),하이퍼스1609에이치,KLQ6966GEV1,전기(EV),신규인증,NMY-PL-21-3,2022-05-18,,,333,,,
209,디앤에이모터스(주),이륜,EM-1D,EK2,전기(EV),신규인증,NMY-DL-21-21,2022-05-18,56.3,,,46.1,,
244,(주)평안모터스,이륜,S-CAR,S-CAR,전기(EV),신규인증,NMY-PM-21-1,2022-05-23,13.9,,,7.3,,
245,(주)평안모터스,이륜,파파,PAPA,전기(EV),신규인증,NMY-PM-21-2,2022-05-23,45.7,,,27.5,,
242,테슬라코리아(유),승용(소형),Model S AWD,4,전기(EV),신규인증,NMY-TK-21-1,2022-05-25,541,507,526,396,496,441
243,테슬라코리아(유),승용(소형),Model S Plaid,4,전기(EV),신규인증,NMY-TK-21-2,2022-05-25,492,471,482,383,470,422
210,(주)일진정공,화물(중형),일진무시동전기냉동탑차,IJ1.0-ER-A1-HD1.0,전기(EV),신규인증,NMY-IJ-21-24,2022-06-02,225,164,197,163,163,163
211,(주)일진정공,화물(중형),일진무시동전기냉동탑차,IJ1.0-ER-B1-KD1.0,전기(EV),신규인증,NMY-IJ-21-25,2022-06-02,229,164,200,155,163,159
212,(주)성지모터스,이륜,WIND-K2B,K2-BL72DC,전기(EV),신규인증,NMY-SJ-21-23,2022-06-02,55.7,,,43.3,,
239,폭스바겐그룹코리아(주),승용(소형),Q4 Sportback e-tron 40,FZ,전기(EV),신규인증,NMY-AD-21-15,2022-06-08,378,332,357,226,289,254
240,폭스바겐그룹코리아(주),승용(소형),Q4 Sportback e-tron 40,FZ,전기(EV),신규인증,NMY-AD-21-15,2022-06-08,378,332,357,226,289,254
241,(주)킹롱이브이코리아,승용(대형),시티라이트 9,XMQ6900BWEV,전기(EV),신규인증,NMY-EO-21-1,2022-06-08,,,439,,,
238,(주)태영티엔티,승용(초대형),지디11,XML6115CK,전기(EV),신규인증,NMY-TY-21-1,2022-06-13,,,283,,,
213,이쓰리모빌리티,이륜,듀스7,E3-D-02,전기(EV),신규인증,NMY-ET-21-26,2022-06-14,62.3,,,49.7,,
234,메르세데스벤츠코리아(주),승용(소형),Mercedes-Benz EQB300 4MATIC,243 608,전기(EV),신규인증,NMY-MK-21-9,2022-06-15,330.984,290.109,312.59,198.673,258.654,225.665
235,메르세데스벤츠코리아(주),승용(소형),Mercedes-Benz EQB300 4MATIC,243 608,전기(EV),신규인증,NMY-MK-21-9,2022-06-15,330.984,290.109,312.59,198.673,258.654,225.665
236,포르쉐코리아(주),승용(소형),타이칸 GTS (5인승),Y1A,전기(EV),신규인증,NMY-SG-21-8,2022-06-15,344,329,338,167,256,207
237,포르쉐코리아(주),승용(소형),타이칸 GTS,Y1A,전기(EV),신규인증,NMY-SG-21-8,2022-06-15,344,329,338,167,256,207
214,(주)성지모터스,이륜,WIND-K2N,K2-BL72DC,전기(EV),신규인증,NMY-SJ-21-28,2022-06-15,58.8,,,46.3,,
215,케이알모터스(주),이륜,E-SKO TRI,HF-27TW,전기(EV),신규인증,NMY-ST-21-27,2022-06-15,50.9,,,45.6,,
232,메르세데스벤츠코리아(주),승용(소형),Mercedes-Benz EQS450 4MATIC,297 124,전기(EV),신규인증,NMY-MK-21-12,2022-06-20,448.603,461.303,454.318,216.25,341.306,272.525
233,메르세데스벤츠코리아(주),승용(소형),Mercedes-Benz EQE350 +,295 121,전기(EV),신규인증,NMY-MK-21-13,2022-06-20,489.95,447.812,470.988,202.32,316.687,253.785
216,케이지모빌리티커머셜(주),승용(대형),스마트 110E,EB302-EV,전기(EV),신규인증,NMY-ED-21-29,2022-06-29,,,370,,,
229,폭스바겐그룹코리아(주),승용(소형),Q4 e-tron 40,FZ,전기(EV),신규인증,NMY-AD-21-17,2022-06-30,393,338,368,229,278,251
230,폭스바겐그룹코리아(주),승용(소형),Q4 e-tron 40,FZ,전기(EV),신규인증,NMY-AD-21-17,2022-06-30,393,338,368,229,278,251
231,(주)투쓰리세븐,이륜,타이거,EM-K8 PLUS,전기(EV),신규인증,NMY-TT-21-1,2022-06-30,135.3,,,111.4,,
324,폭스바겐그룹코리아(주),승용(소형),ID.4 Pro,E2,전기(EV),신규인증,NMY-AD-21-18,2022-07-01,426,379,405,258,325,288
319,테슬라코리아(유),승용(소형),Model X,4,전기(EV),신규인증,NMY-TK-21-3,2022-07-05,521,472,499,381,470,421
320,테슬라코리아(유),승용(소형),Model X AWD,4,전기(EV),신규인증,NMY-TK-21-3,2022-07-05,521,472,499,381,470,421
321,테슬라코리아(유),승용(소형),Model X,4,전기(EV),신규인증,NMY-TK-21-3,2022-07-05,521,472,499,381,470,421
322,테슬라코리아(유),승용(소형),Model X Plaid,4,전기(EV),신규인증,NMY-TK-21-4,2022-07-05,493,460,478,349,423,382
323,테슬라코리아(유),승용(소형),Model X Plaid,4,전기(EV),신규인증,NMY-TK-21-4,2022-07-05,493,460,478,349,423,382
217,현대자동차(주),승용(소형),아이오닉6 기본형 RWD 18인치,CE1-EV-G7A-ST2-18D,전기(EV),신규인증,NMY-HD-21-30,2022-07-05,411,327,373,281,310,294
218,기아(주),승용(소형),EV6 GT,CV-EV-G7A-GT,전기(EV),신규인증,NMY-KM-21-31,2022-07-05,365,312,342,300,326,311
318,(주)모토벨로,이륜,MV3,OKLA-ES2020,전기(EV),신규인증,NMY-MV-21-1,2022-07-19,68.4,,,53.1,,
219,(주)에이치비,이륜,에이치비-200,HB-HSL-22,전기(EV),신규인증,NMY-HB-21-33,2022-07-19,52.6,,,42.8,,
220,(주)성지모터스,이륜,ECOTA-SL100,SL-BL72DC,전기(EV),신규인증,NMY-SJ-21-32,2022-07-19,34.4,,,23.4,,
221,(주)우진산전,승용(초대형),아폴로1100전기버스,WJEB-11CTLP-05,전기(EV),신규인증,NMY-WJ-21-35,2022-07-19,,,401,,,
317,(주)티에스에코에너지,승용(대형),일레누스(ELENUUS),TS900,전기(EV),변경인증,NMY-TS-21-1,2022-07-21,,,358,,,
222,현대자동차(주),승용(소형),아이오닉6 항속형 AWD 18인치,CE1-EV-G7A-EX4-18D,전기(EV),신규인증,NMY-HD-21-36,2022-07-21,532,459,499,396,446,418
223,현대자동차(주),승용(소형),아이오닉6 항속형 AWD 20인치,CE1-EV-G7A-EX4-20D,전기(EV),신규인증,NMY-HD-21-36,2022-07-21,460,393,430,328,359,342
224,현대자동차(주),승용(소형),아이오닉6 항속형 RWD 20인치,CE1-EV-G7A-EX2-20D,전기(EV),신규인증,NMY-HD-21-37,2022-07-21,495,401,453,376,398,386
225,현대자동차(주),승용(소형),아이오닉6 항속형 RWD 18인치,CE1-EV-G7A-EX2-18D,전기(EV),신규인증,NMY-HD-21-37,2022-07-21,588,491,544,402,459,428
226,(주)와코,이륜,2K2(E6S),KW3900E6-2W,전기(EV),변경인증,LMY-WM-21-100,2022-07-29,71.8,,,61,,
227,(주)와코,이륜,E7S,KW3900E7-2W,전기(EV),변경인증,LMY-WM-21-101,2022-07-29,73.7,,,63.1,,
315,스텔란티스코리아(주),승용(소형),Peugeot e-2008 SUV,UKZKXZ,전기(EV),신규인증,NMY-DK-21-6,2022-08-02,282,243,265,222,251,235
316,스텔란티스코리아(주),승용(소형),DS3 CROSSBACK E-TENSE,UJZKXZ,전기(EV),신규인증,NMY-DK-21-6,2022-08-02,282,243,265,222,251,235
228,범한자동차(주),승용(초대형),E-STAR 11(350kWh),E-STAR 11,전기(EV),신규인증,NMY-BU-21-38,2022-08-10,,,441,,,
229,범한자동차(주),승용(대형),E-STAR 8 V1(281kWh),E-STAR 8 V1,전기(EV),신규인증,NMY-BU-21-39,2022-08-10,,,398,,,
230,현대자동차(주),승용(대형),일렉시티 타운,ECT-4118-A22-SR,전기(EV),신규인증,NMY-HD-21-40,2022-08-10,,,350.2,,,
231,현대자동차(주),승용(대형),일렉시티 타운,ECT-4118-A22-L,전기(EV),신규인증,NMY-HD-21-40,2022-08-10,,,350.2,,,
314,라온에스이엠(주),승용(대형),그린타운400,BJ6851EVCA-A3,전기(EV),신규인증,NMY-JH-21-1,2022-08-18,,,389,,,
312,스텔란티스코리아(주),승용(소형),Peugeot e-208,UHZKXZ,전기(EV),신규인증,NMY-DK-21-7,2022-08-22,295,255,277,179,266,218
313,(주)이누리,이륜,브이투,DJ1,전기(EV),신규인증,NMY-ET-21-2,2022-08-22,151.6,,,113.9,,
309,BMW Korea,승용(소형),BMW i7 xDrive60,51EJ,전기(EV),신규인증,NMY-BK-21-9,2022-08-24,458,482,469,294,384,335
310,가브리엘,이륜,엘원,JYCL1,전기(EV),신규인증,NMY-HH-21-2,2022-08-24,57.7,,,44.5,,
311,가브리엘,이륜,D2,D2,전기(EV),신규인증,NMY-HH-21-3,2022-08-24,70.4,,,54.9,,
232,현대자동차(주),승용(대형),카운티 일렉트릭,ECS312-22E6P-CH15,전기(EV),신규인증,NMY-HD-21-41,2022-08-24,,,303.4,,,
233,현대자동차(주),승용(대형),카운티 일렉트릭,ECS312-22E6P-3CH15,전기(EV),신규인증,NMY-HD-21-41,2022-08-24,,,303.4,,,
234,현대자동차(주),승용(대형),카운티 일렉트릭,ECS282-22E6P-3CH15,전기(EV),신규인증,NMY-HD-21-41,2022-08-24,,,303.4,,,
235,현대자동차(주),승용(대형),카운티 일렉트릭,ECS282-22E6P-CH15,전기(EV),신규인증,NMY-HD-21-41,2022-08-24,,,303.4,,,
236,현대자동차(주),승용(대형),카운티 일렉트릭,ECS2017-22E6P-C,전기(EV),신규인증,NMY-HD-21-42,2022-08-24,,,338.3,,,
237,현대자동차(주),승용(대형),카운티 일렉트릭,ECS2313-22E6P-C,전기(EV),신규인증,NMY-HD-21-42,2022-08-24,,,338.3,,,
308,(주)한국모터스,이륜,E-F10,MDPA01,전기(EV),신규인증,NMY-KE-21-1,2022-08-25,93.5,,,72.6,,
307,(주)포도모빌리티,이륜,E5,DY7000DT,전기(EV),신규인증,NMY-JW-21-1,2022-09-05,103.4,,,71.2,,
305,메르세데스벤츠코리아(주),승용(소형),Mercedes-Benz EQE300,295 111,전기(EV),신규인증,NMY-MK-21-16,2022-09-06,448,430,440,211,307,254
306,메르세데스벤츠코리아(주),승용(소형),Mercedes-Benz EQE350 4MATIC,295 112,전기(EV),신규인증,NMY-MK-21-17,2022-09-06,439,426,433,189,306,242
303,메르세데스벤츠코리아(주),승용(소형),Mercedes-Benz EQS580 4MATIC SUV,296 644,전기(EV),신규인증,NMY-MK-21-20,2022-09-19,455,437,447,223,329,271
304,메르세데스벤츠코리아(주),승용(소형),Mercedes-Benz EQS580 4MATIC SUV,296 644,전기(EV),신규인증,NMY-MK-21-20,2022-09-19,455,437,447,223,329,271
302,메르세데스벤츠코리아(주),승용(소형),Mercedes-AMG EQS53 4MATIC +,297 155,전기(EV),신규인증,NMY-MK-21-21,2022-09-20,404,405,404,216,327,266
238,(주)대창모터스,화물(중형),다니고-CⅡ,Danigo-CⅡ,전기(EV),신규인증,NMY-DC-21-45,2022-09-22,171,120,148,136,122,130
300,메르세데스벤츠코리아(주),승용(소형),Mercedes-AMG EQS53 4MATIC +,297 155,전기(EV),신규인증,NMY-MK-21-23,2022-09-28,395,399,397,204,314,253
301,메르세데스벤츠코리아(주),승용(소형),Mercedes-AMG EQE53 4MATIC +,295 153,전기(EV),신규인증,NMY-MK-21-24,2022-09-28,356,352,354,182,260,217
299,(주)평안모터스,이륜,스마일3,smile3,전기(EV),신규인증,NMY-PM-21-3,2022-09-29,58,,,45.6,,
298,(주)피라인모터스,승용(초대형),하이퍼스1611엔,KLQ6116GEV2,전기(EV),신규인증,NMY-PL-21-4,2022-10-06,,,326,,,
296,메르세데스벤츠코리아(주),승용(소형),Mercedes-Benz EQS450 4MATIC SUV,296 624,전기(EV),신규인증,NMY-MK-21-25,2022-10-11,474,440,459,225,330,272
297,메르세데스벤츠코리아(주),승용(소형),Mercedes-Benz EQS450 4MATIC SUV,296 624,전기(EV),신규인증,NMY-MK-21-25,2022-10-11,474,440,459,225,330,272
295,한차(주),승용(대형),그린웨이1100에이,TEG6110BEVK1,전기(EV),신규인증,NMY-HC-21-1,2022-10-12,,,379,,,
239,이엔플러스,화물(중형),이엔1톤롱바디카고,ECA-SASH1T-EV,전기(EV),신규인증,NMY-EP-21-47,2022-10-13,218,154,189,153,155,154
240,(주)오텍,화물(중형),오텍봉고III EV 냉동탑차,EM14-3P28WS-SRT,전기(EV),신규인증,NMY-OT-21-46,2022-10-13,192,133,165,144,138,141
291,폭스바겐그룹코리아(주),승용(소형),Q4 e-tron 40,FZ,전기(EV),신규인증,NMY-AD-21-25,2022-10-14,388,335,365,220,290,251
292,폭스바겐그룹코리아(주),승용(소형),Q4 e-tron 40,FZ,전기(EV),신규인증,NMY-AD-21-25,2022-10-14,388,335,365,220,290,251
293,폭스바겐그룹코리아(주),승용(소형),Q4 Sportback e-tron 40,FZ,전기(EV),신규인증,NMY-AD-21-26,2022-10-14,383,336,362,214,291,249
294,폭스바겐그룹코리아(주),승용(소형),Q4 Sportback e-tron 40,FZ,전기(EV),신규인증,NMY-AD-21-26,2022-10-14,383,336,362,214,291,249
290,(주)더스윙,이륜,E110L,E110L,전기(EV),신규인증,NMY-SW-21-1,2022-10-21,75.2,,,57.7,,
289,(주)GS글로벌,화물(중형),티포케이,T4K,전기(EV),신규인증,NMY-GG-21-1,2022-10-28,275,210,246,210,208,209
287,메르세데스벤츠코리아(주),승용(소형),Mercedes-Benz EQS450 +,297 123,전기(EV),신규인증,NMY-MK-21-30,2022-11-03,481,461,472,226,347,280
288,(주)피라인모터스,승용(초대형),하이퍼스1612엔,KLQ6116GEV3,전기(EV),신규인증,NMY-PL-21-5,2022-11-03,,,458,,,
285,한국토요타자동차(주),승용(소형),렉서스 RZ450e,XEBM15L,전기(EV),신규인증,NMY-HT-21-4,2022-11-09,405,344,377,277,308,290
286,한국토요타자동차(주),승용(소형),렉서스 RZ450e,XEBM15L,전기(EV),신규인증,NMY-HT-21-4,2022-11-09,405,344,377,277,308,290
284,(주)피라인모터스,승용(대형),하이퍼스1609엔,KLQ6966GEV3,전기(EV),신규인증,NMY-PL-21-6,2022-11-11,,,363,,,
283,BMW Korea,승용(소형),BMW iX xDrive40,11CF,전기(EV),변경인증,MMY-BK-21-19,2022-11-15,357,349,353,180,265,218
241,범한자동차(주),승용(초대형),E-STAR 12I(350kWh),E-STAR 12I,전기(EV),신규인증,NMY-BU-21-48,2022-11-16,,,546,,,
282,(주)피라인모터스,승용(대형),하이퍼스1609에이치엔,KLQ6966GEV2,전기(EV),신규인증,NMY-PL-21-7,2022-11-22,,,360,,,
281,메르세데스벤츠코리아(주),승용(소형),Mercedes-Benz EQA250,243 701,전기(EV),신규인증,NMY-MK-21-33,2022-11-28,413,334,378,211,275,240
242,이엔플러스,화물(중형),이엔플러스EV1톤롱바디트럭,ECA-SASK1T-EV,전기(EV),신규인증,NMY-EP-21-49,2022-11-29,228,163,199,145,156,150
278,테라팩토리(주),승용(중형),테라밴,LZ6514MLANEV,전기(EV),신규인증,NMY-TF-21-1,2022-12-01,291,228,263,188,217,201
279,테라팩토리(주),승용(중형),테라밴키즈,LZ6514MLANEV,전기(EV),신규인증,NMY-TF-21-1,2022-12-01,291,228,263,188,217,201
280,테라팩토리(주),승용(중형),테라밴키즈11,LZ6514MLANEV,전기(EV),신규인증,NMY-TF-21-1,2022-12-01,291,228,263,188,217,201
277,(주)에임스,이륜,레오-디,LEO,전기(EV),신규인증,NMY-AM-21-1,2022-12-06,38.7,,,31.2,,
243,(주)대동모빌리티,이륜,디디엠원,GS100,전기(EV),신규인증,NMY-DM-21-50,2022-12-07,63.6,,,47.3,,
244,(주)성지모터스,이륜,WIND-K4N,K4-BL72DC,전기(EV),신규인증,NMY-SJ-21-51,2022-12-07,46.1,,,41.7,,
276,한국토요타자동차(주),승용(소형),렉서스 UX300e,KMA10L,전기(EV),변경인증,MMY-HT-21-2,2022-12-09,375,310,346,263,283,272
275,BMW Korea,승용(소형),BMW iX1 xDrive30,61EF,전기(EV),신규인증,NMY-BK-21-23,2022-12-19,318,307,313,245,296,268
274,(주)포도모빌리티,이륜,ECOOTER E2K Cargo,TDU11907MZ2,전기(EV),신규인증,NMY-JW-21-2,2022-12-22,75.6,,,61.6,,
245,(주)에이치비,이륜,타고타,HB-TAGO-02,전기(EV),신규인증,NMY-HB-21-53,2022-12-28,55.7,,,40.6,,
246,(주)아이버스,승용(대형),아이버스어린이운송차,IBUS110E-39,전기(EV),신규인증,NMY-IB-21-52,2022-12-28,,,458,,,
247,케이지모빌리티(주),승용(소형),코란도 e-motion 2WD Heat pump,E5MLI2H,전기(EV),변경인증,LMY-SY-21-52,2022-12-30,336,271,307,264,278,270
361,폭스바겐그룹코리아(주),승용(소형),Q8 50 e-tron quattro,GE,전기(EV),신규인증,PMY-AD-21-1,2023-01-02,299,297,298,210,295,248
362,폭스바겐그룹코리아(주),승용(소형),Q8 55 e-tron quattro,GE,전기(EV),신규인증,PMY-AD-21-2,2023-01-02,363,374,368,241,338,285
363,폭스바겐그룹코리아(주),승용(소형),Q8 55 e-tron quattro,GE,전기(EV),신규인증,PMY-AD-21-2,2023-01-02,363,374,368,241,338,285
364,폭스바겐그룹코리아(주),승용(소형),Q8 Sportback 55 e-tron quattro,GE,전기(EV),신규인증,PMY-AD-21-3,2023-01-02,349,354,351,247,347,292
365,폭스바겐그룹코리아(주),승용(소형),Q8 Sportback 55 e-tron quattro,GE,전기(EV),신규인증,PMY-AD-21-3,2023-01-02,349,354,351,247,347,292
359,BMW Korea,승용(소형),BMW iX xDrive50,21CF,전기(EV),변경인증,MMY-BK-21-22,2023-01-03,487,485,486,272,399,329
360,BMW Korea,승용(소형),BMW iX M60,31CF,전기(EV),변경인증,NMY-BK-21-3,2023-01-03,450,473,460,256,377,310
358,(주)더좋은사람,이륜,mojito,EQ,전기(EV),신규인증,PMY-GP-21-1,2023-02-06,84.1,,,63.5,,
356,메르세데스벤츠코리아(주),승용(소형),Mercedes-Benz EQE350 4MATIC SUV,294 612,전기(EV),신규인증,PMY-MK-21-1,2023-02-17,387,363,376,206,296,246
357,메르세데스벤츠코리아(주),승용(소형),Mercedes-Benz EQE500 4MATIC SUV,294 622,전기(EV),신규인증,PMY-MK-21-2,2023-02-17,414,385,401,208,302,250
248,(주)이브이케이엠씨,화물(중형),EC35 2밴,EVKMCEC352,전기(EV),신규인증,PMY-VK-21-1,2023-02-21,164,122,145,130,126,128
249,(주)우진산전,승용(초대형),아폴로1100전기버스,WJEB-11CTLP-06,전기(EV),신규인증,PMY-WJ-21-2,2023-02-23,,,412,,,
250,디앤에이모터스(주),이륜,ED-1A,EM1,전기(EV),신규인증,PMY-DL-21-3,2023-02-28,61.9,,,51.3,,
355,스텔란티스코리아(주),승용(소형),DS3 E-TENSE,UJZKWZ,전기(EV),신규인증,PMY-DK-21-1,2023-03-08,347,287,320,259,280,269
251,(주)우수티엠엠,경자동차,위로,WT-01,전기(EV),신규인증,PMY-WS-21-4,2023-03-09,,,57.7,,,56.4
354,(주)평안모터스,이륜,해피,happy,전기(EV),신규인증,PMY-PM-21-1,2023-03-20,34.8,,,20.5,,
353,(주)에스에스라이트,화물(중형),젤라 피이백,ZN1034U5PBEV,전기(EV),신규인증,PMY-SL-21-1,2023-03-22,307,259,285,249,269,258
252,(주)디피코,화물(소형),포트로 350L-탑,HMT-350LT,전기(EV),신규인증,PMY-DE-21-5,2023-03-28,119,57,91,100,72,87
253,(주)대창모터스,화물(중형),다니고 R,Danigo R,전기(EV),신규인증,PMY-DC-21-6,2023-03-29,231,155,197,197,171,185
254,(주)대창모터스,화물(중형),다니고 R2,Danigo R2,전기(EV),신규인증,PMY-DC-21-7,2023-03-29,207,146,180,176,158,168
351,폭스바겐그룹코리아(주),승용(소형),ID.4 Pro,E2,전기(EV),신규인증,PMY-AD-21-10,2023-03-31,451,384,421,262,330,292
352,폭스바겐그룹코리아(주),승용(소형),ID.4 Pro,E2,전기(EV),신규인증,PMY-AD-21-10,2023-03-31,451,384,421,262,330,292
346,닷스테이션(주),이륜,gogoro2 utility,GSB6AE,전기(EV),변경인증,KMY-TI-24-1,2023-04-05,65.8,,,49.4,,
347,블루샤크코리아(주),이륜,H1,H1-1,전기(EV),신규인증,PMY-BS-21-1,2023-04-05,39.6,,,31,,
348,블루샤크코리아(주),이륜,솔로에라,SE-1,전기(EV),신규인증,PMY-BS-21-2,2023-04-05,42.8,,,34.9,,
349,블루샤크코리아(주),이륜,R1,R1-1,전기(EV),신규인증,PMY-BS-21-3,2023-04-05,66.7,,,58.8,,
350,(주)중원자동차,승용(대형),이브이 제이원,JWMJ123,전기(EV),신규인증,PMY-JU-21-1,2023-04-05,,,276,,,
255,(주)우진산전,승용(초대형),아폴로 2000 굴절버스,WJBT-19CTLP,전기(EV),신규인증,PMY-WJ-21-8,2023-04-06,,,268,,,
339,테슬라코리아(유),승용(소형),Model S AWD,4,전기(EV),변경인증,NMY-TK-21-1,2023-04-17,578,527,555,359,475,411
340,테슬라코리아(유),승용(소형),Model S Plaid,4,전기(EV),변경인증,NMY-TK-21-2,2023-04-17,486,461,474,323,415,364
341,테슬라코리아(유),승용(소형),Model X AWD,4,전기(EV),변경인증,NMY-TK-21-3,2023-04-17,493,460,478,314,411,357
342,테슬라코리아(유),승용(소형),Model X AWD,4,전기(EV),변경인증,NMY-TK-21-3,2023-04-17,493,460,478,314,411,357
343,테슬라코리아(유),승용(소형),Model X AWD,4,전기(EV),변경인증,NMY-TK-21-3,2023-04-17,493,460,478,314,411,357
344,테슬라코리아(유),승용(소형),Model X Plaid,4,전기(EV),변경인증,NMY-TK-21-4,2023-04-17,452,423,439,278,372,320
345,테슬라코리아(유),승용(소형),Model X Plaid,4,전기(EV),변경인증,NMY-TK-21-4,2023-04-17,452,423,439,278,372,320
338,(주)이엠코리아,승용(대형),에픽타운,HYK6941GBEV(421PA),전기(EV),신규인증,PMY-EM-21-1,2023-04-21,,,352,,,
256,디앤에이모터스(주),이륜,ED-1B,EM1,전기(EV),신규인증,PMY-DL-21-9,2023-04-25,66.9,,,55,,
257,디앤에이모터스(주),이륜,ED-1B,EM1,전기(EV),신규인증,PMY-DL-21-9,2023-04-25,66.9,,,55,,
258,(주)성지모터스,이륜,ECOTA-CL100,CL-BL72DC,전기(EV),신규인증,PMY-SJ-21-10,2023-04-25,43.2,,,32.1,,
259,현대자동차(주),승용(소형),코나 일렉트릭(항속형) 19인치,SX2-EV-G7A-EX2-19,전기(EV),신규인증,PMY-HD-21-11,2023-04-27,402,334,371,297,319,307
260,현대자동차(주),승용(소형),코나 일렉트릭(항속형) 17인치,SX2-EV-G7A-EX2-17,전기(EV),신규인증,PMY-HD-21-11,2023-04-27,458,372,419,336,345,340
261,현대자동차(주),승용(소형),코나 일렉트릭(기본형),SX2-EV-G7A-ST2-17,전기(EV),신규인증,PMY-HD-21-12,2023-04-27,346,271,313,272,267,269
337,닷스테이션(주),이륜,고고로 에스2,GS2B6B00,전기(EV),신규인증,PMY-TI-21-1,2023-05-04,61.9,,,44.9,,
262,기아(주),승용(소형),EV9 4WD 21인치 7인,MV1-EV7-G7A-4W-21,전기(EV),신규인증,PMY-KM-21-13,2023-05-04,510,401,461,331,378,352
263,기아(주),승용(소형),EV9 4WD 19인치 7인,MV1-EV7-G7A-4W-19,전기(EV),신규인증,PMY-KM-21-13,2023-05-04,499,396,453,314,365,337
