총괄현황(전기차),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
시도,지역구분,차종,접수방법,민간공고대수,,,,,,접수대수,,,,,,접수 잔여대수,,출고대수,,출고잔여대수,비고
경기,이천시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","314
 (32)
 (50)
 (10)
 (222)",314,32,50,10,222,"357
 (22)
 (32)
 (4)
 (299)",357,22,32,4,299,0,0,"314
 (20)
 (32)
 (4)
 (258)",314,"0
 (12)
 (18)
 (6)
 (0)","★ 반드시 출고기한(3개월) 내 출고가능한 차량만 신청 ★

전기자동차 보급사업(승용) 3차 접수
○ 사업기간: 2022. 7. 7.(목) 10:00 ~ 예산소진 시까지
○ 보급대수: 승용 171대
○ 선정기준: 출고·등록순

※ 1차, 2차 사업 잔여물량과 통합하여 진행
※ 기타 자세한 사항은 반드시 공고문 확인
※ 서류심사 및 자격부여까지 3~4일 소요되므로 빠른 처리를 위해 가능한 전화문의 자제 부탁드립니다.
※ 서류심사 중 보완사항 있을 시 문자 발송예정/자격부여 시에도 문자 발송 예정"
경기,안성시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","222
 (0)
 (0)
 (0)
 (222)",222,0,0,0,222,"245
 (10)
 (43)
 (6)
 (186)",245,10,43,6,186,0,36,"227
 (10)
 (40)
 (6)
 (171)",227,"0
 (0)
 (0)
 (0)
 (51)","★ 2022년 하반기 전기승용차 구매지원 사업 추가 공고 대상자 선정 마감
[대기자에 한해 추가물량 발생 시 별도 안내]"
경기,김포시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","1111
 (0)
 (0)
 (0)
 (1111)",1111,0,0,0,1111,"1213
 (33)
 (364)
 (27)
 (789)",1213,33,364,27,789,0,322,"1173
 (31)
 (359)
 (25)
 (758)",1173,"0
 (0)
 (0)
 (0)
 (353)",★ 2022년 김포시 전기차 보급사업 마감
경기,화성시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","1620
 (127)
 (259)
 (74)
 (1160)",1620,127,259,74,1160,"1715
 (127)
 (257)
 (74)
 (1257)",1715,127,257,74,1257,0,0,"1715
 (127)
 (257)
 (74)
 (1257)",1715,"0
 (0)
 (2)
 (0)
 (0)","-마감-

※ 추후 취소물량 발생시 별도 안내 예정"
경기,광주시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","543
 (55)
 (0)
 (0)
 (488)",543,55,0,0,488,"674
 (25)
 (61)
 (23)
 (565)",674,25,61,23,565,0,0,"579
 (19)
 (57)
 (17)
 (486)",579,"0
 (36)
 (0)
 (0)
 (2)","*전기자동차(승용) 구매지원사업 추가공고*
※ 이전 공고[광주시 공고 제2022-540호(2022.2.21.)]로 신청한 건도 연계하여 적용함.
○ 보급기간 : 2022. 5. 16.(월) 10시 ~ 2022. 12. 30.(금) 또는 예산 소진 시까지
○ 보급대수 : 전기승용차188대(예산 범위 내에서 변동가능)
○ 신청 대상 : 구매신청서 접수일 기준으로 광주시에 주소를 둔지 3개월이 경과된 개인, 법인, 공공기관 등
○ 보조금 지원대상자 선정 통보 : 출고 등록순

※‘지급 신청’ 후 원본서류 제조·수입사에서 일괄하여 제출 (방문 또는 등기우편)
※ 당초 지원신청서 첨부파일들(신청서및동의서,등·초본,사업자등록증,차량구매계약서 등)도 지급신청 첨부파일들과 같이 제출하여야 함(원본 또는 원본대조필(사본) 필수).
   → 주소: 경기도 광주시 행정타운로 50 광주시청 7층 환경정책과 전기차 담당자 앞.

※ 세부사항은 공고문 참조"
경기,양주시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","350
 (9)
 (59)
 (60)
 (222)",350,9,59,60,222,"445
 (19)
 (67)
 (72)
 (287)",445,19,67,72,287,0,0,"362
 (10)
 (59)
 (60)
 (233)",362,"0
 (0)
 (0)
 (0)
 (0)","&lt;양주시 전기승용 마감되었습니다&gt;
2022년 전기자동차 민간 보급사업 변경공고 
ㅇ 보급대수: 총 328대
ㅇ 신청일시: 2022. 7. 11. (월) ~ 예산 소진 시
※ 예산 소진 시 조기 마감 
※ 제조수입사 지점, 대리점(카마스터, 직원 포함)의 전기차 업무처리 (단순문의 포함) 등 관련 모든 문의는 해당 제조수입사 본사에 문의 바람"
경기,포천시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","17
 (0)
 (0)
 (0)
 (17)",17,0,0,0,17,"206
 (8)
 (32)
 (31)
 (135)",206,8,32,31,135,0,0,"169
 (8)
 (29)
 (23)
 (109)",169,"0
 (0)
 (0)
 (0)
 (0)","&lt;포천시 2022년 하반기(2차) 전기자동차 보급사업 공고&gt;
★★ 전기승용 및 전기화물 물량 소진
 ※ 대상자 선정 제외에 따른 취소 물량 또는 잔여예산 있을 경우 물량 확보될 수 있음


○ 접수기간: 2022. 10. 6. ~ 예산 소진 시까지
○ 보급대수: 전기승용차 17대, 전기화물차 5대
○ 접수방법: 환경부 무공해차 구매보조금 지원시스템
○ 선정방법: 차량 출고·등록 순
○ 구매대수 제한
 - 개인 1세대당 1대, 개인사업자 최대 2대
※ 일반(개인, 개인사업자) 유형으로만 신청 가능"
경기,여주시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","226
 (23)
 (0)
 (0)
 (203)",226,23,0,0,203,"188
 (4)
 (9)
 (7)
 (168)",188,4,9,7,168,38,35,"188
 (4)
 (9)
 (7)
 (168)",188,"38
 (19)
 (0)
 (0)
 (35)","○ 신청기간 : 2022. 2. 21.(월) 09:00 ~ 예산 소진 시까지 
○ 보급대수 
- 승용 : 총 300대(우선 30대, 법인·기관 90대, 택시 30대, 일반 150대)"
경기,연천군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","65
 (0)
 (0)
 (0)
 (65)",65,0,0,0,65,"58
 (0)
 (4)
 (4)
 (50)",58,0,4,4,50,7,15,"57
 (0)
 (4)
 (4)
 (49)",57,"8
 (0)
 (0)
 (0)
 (16)","★11/23 18:00 접수 마감

★예산내 &quot;대상자선정&quot; 마감"
경기,가평군,전기승용,"*일반: 접수순
*우선: 접수순","200
 (20)
 (60)
 (20)
 (100)",200,20,60,20,100,"122
 (4)
 (8)
 (10)
 (100)",122,4,8,10,100,78,0,"122
 (4)
 (8)
 (10)
 (100)",122,"78
 (16)
 (52)
 (10)
 (0)","전기승용·초소형 200대(일반 100대, 법인·기관 60대 및 택시 20대, 우선지원대상 20대)

2022.12.23.(금)까지 보조금 지급요청서 및 구매지원신청서 원본 도착분에 한하여 지급이 가능합니다.

*수신처: 경기도 가평군 가평읍 석봉로 181 가평군청 환경정책과 대기관리팀"
경기,양평군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","300
 (30)
 (0)
 (0)
 (270)",300,30,0,0,270,"295
 (9)
 (18)
 (22)
 (246)",295,9,18,22,246,5,24,"295
 (9)
 (18)
 (22)
 (246)",295,"5
 (21)
 (0)
 (0)
 (24)",2022 전기자동차 구매보조금지원사업 마감되었습니다.
강원,춘천시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","739
 (74)
 (222)
 (74)
 (369)",739,74,222,74,369,"832
 (18)
 (235)
 (79)
 (500)",832,18,235,79,500,0,0,"816
 (18)
 (235)
 (74)
 (489)",816,"0
 (56)
 (0)
 (0)
 (0)","★ 접수마감 : 전기승용, 전기화물(소형, 경형)
★ 잔여물량 : 전기화물(초소형)(&apos;22. 12. 14. 15:00 기준) : 32대[신청기한 2022. 12. 23.(18:00)]
★ 추가공고 없음
★ 2023년 보급사업 공고 : 미정"
강원,원주시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","922
 (130)
 (275)
 (45)
 (472)",922,130,275,45,472,"1052
 (10)
 (285)
 (241)
 (516)",1052,10,285,241,516,0,0,"992
 (6)
 (285)
 (230)
 (471)",992,"0
 (124)
 (0)
 (0)
 (1)","2022년 원주시 전기자동차 공고
-접수기간: 2022. 2. 25.(금) 10:00 ~ 2022. 6. 30.(목) (물량 소진 시 추가공고)
-대상자 선정방식: 출고등록순(지원가능확인 요청 순서대로 대상자를 선정하며, 자격부여는 대상자 선정이 아님을 알려드립니다.)
------------------------------------------------------------------------------------------------------------------
원주시 상반기 법인, 택시물량 예산이 소진되었습니다. 7월 이후 하반기 추가공고를 할 수 있음을 알려드리며, 
추가공고대수는 미정입니다.(차종별 보조금액 차이로 금액차이로 인해 계획대수와 실제 보급가능대수가 일치하지 않습니다)
--------------------------------------------------------------------------------------------------------------------
원주시 상반기 공고 상, 공공기관을 위한 별도의 예산배정은 없으며, 공공기관은 법인및기관 물량으로 진행합니다.
구매지원시스템상 공공기관 단순 전산접수 진행목적으로 조달대수를 입력하였으며,
 조달입력대수가 공공기관 별도배정물량을 의미하지 않음을 알려드립니다.
==================================================================
2022년 전기자동차 보급사업(2차)
접수기간
(승용) 일반, 법인: 2022. 6. 29.(수) ~ 2022. 12. 14.(수)
(승용) 택시사업자: 2022. 7. 4.(월) ~ 2022. 12. 14.(수)
(화물, 승합): 2022. 7. 1.(금) ~ 2022. 12. 14.(수)

지원가능확인요청 시, 차량출고증명서류 필히 첨부하시기 바랍니다.(미첨부시 대상자 선정 불가)"
강원,강릉시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","673
 (67)
 (0)
 (0)
 (606)",673,67,0,0,606,"737
 (5)
 (254)
 (121)
 (357)",737,5,254,121,357,0,249,"737
 (5)
 (254)
 (121)
 (357)",737,"0
 (62)
 (0)
 (0)
 (249)","※2022.11.29 기준 2022년 하반기 전기자동차 보급사업 변경공고하였습니다.※
※ 2022.7.21 기준 수정된 동의서로 신청바랍니다(의무운행기간 내 수출,폐차 환수 적용) 
※2022.8.31 소형화물 물량소진으로 마감합니다※
* 신청기준 : 출고등록순 
* 신청기간 : 2022.02.18~2022.12.15
*2022.7.13 기준 승합물량 조기소진으로 마감합니다."
강원,동해시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","90
 (10)
 (10)
 (11)
 (59)",90,10,10,11,59,"86
 (3)
 (6)
 (11)
 (66)",86,3,6,11,66,4,0,"85
 (3)
 (6)
 (11)
 (65)",85,"5
 (7)
 (4)
 (0)
 (0)","주요변경사항 : 자동차 수출 말소 의무운행기간 추가(5년, 2022.6.30 보조금 접수건 부터 적용), 서식일부 변경
보조금 지원금액 세부내역
동해시청 홈페이지&gt;고시공고&gt;2022년 하반기 전기자동차 보급사업 공고 청부파일 두번째 엑셀파일 참고"
강원,태백시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","122
 (13)
 (37)
 (25)
 (47)",122,13,37,25,47,"51
 (0)
 (0)
 (15)
 (36)",51,0,0,15,36,71,11,"51
 (0)
 (0)
 (15)
 (36)",51,"71
 (13)
 (37)
 (10)
 (11)","- 보급대수: 승용 72대, 화물소형 43대, 화물초소형 22대
- 신청기간: 2022. 7. 8.(금)~예산 소진 시 까지
- 신청대상: 신청(접수)일 기준 90일 전부터 태백시에 주소를 둔 18세이상 개인, 사업자, 법인
- 선정방법: 출고·등록순
* 자세한 내용은 공고문 참고"
강원,속초시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","147
 (2)
 (17)
 (55)
 (73)",147,2,17,55,73,"158
 (3)
 (17)
 (56)
 (82)",158,3,17,56,82,0,0,"146
 (2)
 (16)
 (55)
 (73)",146,"1
 (0)
 (1)
 (0)
 (0)","&lt;속초시 2022년도 전기자동차 보급사업 안내&gt;

※ 전기승용 예산소진으로 사업종료 되었습니다

1. 잔여사업량 : 승용 0대
2. 보급기간 : 2022. 3. 2. ~ 12. 23. (보급량 소진 시 사업 조기종료)
3. 보급차종 및 보조금액 : 차종별, 모델별 상이
(공고문 및 저공해차 통합누리집(www.ev.or.kr)에서 확인 가능)
4. 지원자격 : 구매신청일 기준 90일전부터 속초시에 주소를 둔 자
5. 지원대상자 선정방법 : 차량 출고·등록순

※ 차량 출고 전 잔여물량 반드시 확인
※ 의무운행기간(2년) 미준수 시「대기환경보전법 시행규칙」제79조의4제2항에 명시된 환수율에 따라 보조금을 환수함
※ 사업관련 문의 : 속초시 환경과 기후변화대응TF팀 033-639-2149"
강원,삼척시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","78
 (0)
 (0)
 (10)
 (68)",78,0,0,10,68,"74
 (3)
 (3)
 (10)
 (58)",74,3,3,10,58,4,10,"74
 (3)
 (3)
 (10)
 (58)",74,"4
 (0)
 (0)
 (0)
 (10)",
강원,홍천군,전기승용,"*일반: 접수순
*우선: 접수순","106
 (11)
 (32)
 (11)
 (52)",106,11,32,11,52,"83
 (4)
 (9)
 (2)
 (68)",83,4,9,2,68,23,0,"83
 (4)
 (9)
 (2)
 (68)",83,"23
 (7)
 (23)
 (9)
 (0)",
강원,횡성군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","58
 (0)
 (0)
 (0)
 (58)",58,0,0,0,58,"56
 (3)
 (4)
 (10)
 (39)",56,3,4,10,39,2,19,"56
 (3)
 (4)
 (10)
 (39)",56,"2
 (0)
 (0)
 (0)
 (19)","□ 사업개요
  ○ 신청기간 : 2022. 11. 25. ~ 2022. 12. 9.
  ○ 보급대수 : 126대
    - 승용 : 59대
    - 화물(소형, 경형) : 49대
    - 화물(초소형) : 18대
    ※ 사업 진행상황에 따라 변동될 수 있음
    ※ 해당 사업 잔여물량 소진시까지 진행(조기 소진 시 마감)
  ○ 사업내용 : 환경부 인증을 받은 전기자동차 구입 보조금 지원
  ○ 지원차종 : 붙임 참조
    ※ 향후 추가되는 차량은 저공해차 통합누리집(www.ev.or.kr)에 게재
  ○ 선정방법 : 출고？등록순(저공해차 구매보조금 지원시스템 &quot;지원가능확인&quot; 요청 순)"
강원,영월군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","112
 (5)
 (14)
 (5)
 (88)",112,5,14,5,88,"44
 (0)
 (4)
 (10)
 (30)",44,0,4,10,30,68,58,"44
 (0)
 (4)
 (10)
 (30)",44,"68
 (5)
 (10)
 (0)
 (58)","대상자 선정 마감, 신청접수 불가"
강원,평창군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","93
 (4)
 (0)
 (0)
 (89)",93,4,0,0,89,"72
 (5)
 (8)
 (1)
 (58)",72,5,8,1,58,21,31,"70
 (5)
 (8)
 (1)
 (56)",70,"23
 (0)
 (0)
 (0)
 (33)","1. 신청기간 : 2022. 11. 23.(수) 09:00 ~ 2022. 12. 16.(금)(예산 소진 시 조기 마감)
  ◇ 무공해차 구매보조금 지원시스템에 명시된 기간과 상관없이 12월 16일까지 대상자 선정이 완료되어야 함.


2. 보급수량 : 승용 93대, 소형화물 55대, 초소형화물 8대
  ◇ 1차 공고 및 2차 공고 수량이 포함되어 있으며 보조금 지급이 완료된 수량은 무공해차 구매보조금 지원시스템에서 확인할 수 있음.

3. 신청방법
  ◇전기자동차 제작ㆍ수입사를 통한 온라인 접수
    가. 신청인 : 희망하는 전기자동차 제작ㆍ수입사와 구매계약 체결
    나. 제작ㆍ수입사 : 무공해차 구매보조금 지원시스템을 통한 구매 지원 신청서류 제출

4. 선정방법 : 출고ㆍ등록순
  ◇ &apos;지원확정&apos;(대상자 선정) 단계가 아닌 &apos;자격부여&apos;단계에 출고할 경우 보조금 지급 불가
  ◇ 보조금 지원대상자로 결정된 날로부터 10일 이내에 차량 출고되지 않을 경우 대상자 선정이 취소되거나 대기자로 변경될 수 있음."
강원,정선군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","30
 (9)
 (3)
 (3)
 (15)",30,9,3,3,15,"30
 (0)
 (2)
 (1)
 (27)",30,0,2,1,27,0,0,"30
 (0)
 (2)
 (1)
 (27)",30,"0
 (9)
 (1)
 (2)
 (0)",
강원,철원군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","68
 (6)
 (10)
 (14)
 (38)",68,6,10,14,38,"44
 (1)
 (1)
 (13)
 (29)",44,1,1,13,29,24,9,"32
 (1)
 (0)
 (9)
 (22)",32,"36
 (5)
 (10)
 (5)
 (16)","- 전기자동차 보급 대수: 34대(일반22, 우선순위 3, 택시9)
   ※ 우선순위: 2022.9.30.까지 미교부결정물량은 일반으로 전환
   ※ 일반 보급 대수는 보조금 신청금액에 따라 변동 가능 
 - 접수기간 : 2022. 7. 1.(금) 10:00 ∼ 예산소진 시까지
   ※ 접수기간 시작 시간부터 ‘지원가능 확인여부’ 우선 요청자 선정
   ※ 보급대수 소진 시 조기마감
- 지원대상 : 개인, 법인, 공공기관, 지방자치단체, 지방공기업 등이 전기자동차 보조금 지원 대상 자동차를 신규로 구매하여 철원군에 신규 등록할 경우
- 보급차량 : 보조금 지원 차량은 환경부 무공해차 통합누리집(ev.or.kr)에서 열람
- 접수방법 : 무공해자동차 구매보조금 지원시스템(ev.or.kr/ps) 상 온라인 접수
- 선정방법 : 차량 출고·등록 순"
강원,화천군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","51
 (0)
 (0)
 (0)
 (51)",51,0,0,0,51,"28
 (1)
 (2)
 (0)
 (25)",28,1,2,0,25,23,26,"28
 (1)
 (2)
 (0)
 (25)",28,"23
 (0)
 (0)
 (0)
 (26)","가. 보급대수 : 승용 37대(우선 4, 법인 14, 택시 5, 일반 14)
나. 신청기간 : 2022. 7. 6. 09:00 ~ 2022. 12. 9. 18:00 (예산소진 시 사업종료)
다. 선정방법 : 출고등록순
라. 보급차종 : 무공해차 통합누리집(ev.or.kr)에서 확인가능
마. 신청방법 : 전기차 제조ㆍ판매사(영업점)를 통한 전산시스템(www.ev.or.kr/ps) 제출"
강원,양구군,전기승용,"*일반: 접수순
*우선: 접수순","53
 (5)
 (16)
 (6)
 (26)",53,5,16,6,26,"46
 (0)
 (1)
 (6)
 (39)",46,0,1,6,39,7,0,"42
 (0)
 (1)
 (6)
 (35)",42,"11
 (5)
 (15)
 (0)
 (0)",
강원,인제군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","78
 (2)
 (1)
 (5)
 (70)",78,2,1,5,70,"68
 (2)
 (15)
 (7)
 (44)",68,2,15,7,44,10,26,"67
 (2)
 (15)
 (7)
 (43)",67,"11
 (0)
 (0)
 (0)
 (27)",전기 승용 잔여물량(&apos;22. 11. 3. 기준): 31대
강원,고성군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","42
 (0)
 (0)
 (0)
 (42)",42,0,0,0,42,"43
 (1)
 (3)
 (6)
 (33)",43,1,3,6,33,0,9,"41
 (1)
 (3)
 (6)
 (31)",41,"1
 (0)
 (0)
 (0)
 (11)",
강원,양양군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","49
 (4)
 (15)
 (0)
 (30)",49,4,15,0,30,"51
 (0)
 (8)
 (12)
 (31)",51,0,8,12,31,0,0,"51
 (0)
 (8)
 (12)
 (31)",51,"0
 (4)
 (7)
 (0)
 (0)",
충북,청주시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","2900
 (300)
 (1000)
 (400)
 (1200)",2900,300,1000,400,1200,"3102
 (177)
 (1017)
 (431)
 (1477)",3102,177,1017,431,1477,0,0,"2914
 (169)
 (1009)
 (399)
 (1337)",2914,"0
 (131)
 (0)
 (1)
 (0)","&lt; 11.4.(금) 14:00 잔여대수 공지 &gt; 
- 승용, 화물 마감되었습니다 - 
---------------------------------------------------------------------------------------
○ 지원사업(2차) 신청서식으로 신청 필(유의사항 동의서 변경)
   (시홈페이지&gt;시정소식&gt;고시공고 또는 무공해차시스템 공고파일 다운로드) 
○ 원본서류 미제출(전산등록 시 모든 서류를 1개의 PDF파일로 합쳐서 첨부)
○ 자격부여 및 대상자 선정 후 문자통보하지 않으므로 시스템 직접 확인 요망
○ 민원전화 폭주로 업무처리가 지연되므로 전화문의는 자제해 주시기 바랍니다.
--------------------------------------------------------------------------------------------
○ 접수기간 : 2022. 7. 1. 09:00 ~ 2022. 12. 9. 18:00 (예산 소진 시까지) 
○ 보급대수 : 1,140대 (승용 900, 화물 240, 상반기 잔여분 미포함)"
충북,충주시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","470
 (47)
 (141)
 (47)
 (235)",470,47,141,47,235,"578
 (8)
 (145)
 (50)
 (375)",578,8,145,50,375,0,0,"578
 (8)
 (145)
 (50)
 (375)",578,"0
 (39)
 (0)
 (0)
 (0)",
충북,제천시,전기승용,"*일반: 접수순
*우선: 접수순","460
 (0)
 (0)
 (0)
 (460)",460,0,0,0,460,"463
 (8)
 (136)
 (75)
 (244)",463,8,136,75,244,0,216,"463
 (8)
 (136)
 (75)
 (244)",463,"0
 (0)
 (0)
 (0)
 (216)","2022.11.29.(화)  전기승용 접수 마감되었습니다.
대상자선정자 중 출고 취소 등 사유 발생시 지원가능 요청자 중 요청순으로 우선 대상자 선정 예정입니다. 추가 신청 불가

--------------------------------------------------------------------------------------------------------------------------------------------

12/7(수) 13:00 취소 물량 발생에 따라 접수순으로 대상자 선정 예정(지방세 체납, 첨부 서류 미비 등 대상자 선정 불가시 검토보류)입니다.
자세한 사항은 12/6(화)  공고문 확인 필요"
충북,보은군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","78
 (8)
 (22)
 (8)
 (40)",78,8,22,8,40,"79
 (4)
 (3)
 (10)
 (62)",79,4,3,10,62,0,0,"79
 (4)
 (3)
 (10)
 (62)",79,"0
 (4)
 (19)
 (0)
 (0)",
충북,옥천군,전기승용,"*일반: 접수순
*우선: 접수순","113
 (13)
 (8)
 (13)
 (79)",113,13,8,13,79,"103
 (12)
 (8)
 (11)
 (72)",103,12,8,11,72,10,7,"103
 (12)
 (8)
 (11)
 (72)",103,"10
 (1)
 (0)
 (2)
 (7)",
충북,영동군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","100
 (0)
 (0)
 (0)
 (100)",100,0,0,0,100,"130
 (6)
 (3)
 (21)
 (100)",130,6,3,21,100,0,0,"104
 (6)
 (3)
 (20)
 (75)",104,"0
 (0)
 (0)
 (0)
 (25)",
충북,증평군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","28
 (1)
 (1)
 (4)
 (22)",28,1,1,4,22,"34
 (1)
 (1)
 (5)
 (27)",34,1,1,5,27,0,0,"27
 (1)
 (1)
 (4)
 (21)",27,"1
 (0)
 (0)
 (0)
 (1)",
충북,진천군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","200
 (20)
 (60)
 (20)
 (100)",200,20,60,20,100,"181
 (6)
 (11)
 (16)
 (148)",181,6,11,16,148,19,0,"181
 (6)
 (11)
 (16)
 (148)",181,"19
 (14)
 (49)
 (4)
 (0)","1. 신청기간 : 2022. 2. 14.(월) ~ 예산 소진 시까지
2. 보급대수 : 승용 약230대(일반115, 법인·기관69, 우선23, 택시 23) ※예산범위 내 사업량은 변경될 수 있음
3. 선정방법 : 구매보조금 지원시스템(ev.or.kr) 출고,등록순
4. 기타 자세한 사항은 진천군 공고 제2022-190호 참고
국비소진으로 사업완료 되었으니 참고하시기 바랍니다."
충북,괴산군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","220
 (23)
 (30)
 (10)
 (157)",220,23,30,10,157,"93
 (3)
 (5)
 (0)
 (85)",93,3,5,0,85,127,72,"92
 (3)
 (5)
 (0)
 (84)",92,"128
 (20)
 (25)
 (10)
 (73)","2022.07.18.(월) 09시부터 접수시작(출고,등록순)"
충북,음성군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","170
 (24)
 (36)
 (12)
 (98)",170,24,36,12,98,"150
 (8)
 (22)
 (6)
 (114)",150,8,22,6,114,20,0,"115
 (6)
 (19)
 (5)
 (85)",115,"55
 (18)
 (17)
 (7)
 (13)","★ 승용  마감되었습니다.★
 

★ 하반기 접수기간: 2022. 8. 2.(화) ~ 예산 소진 시까지
★ 선정방법: 출고등록순

☆ 시스템 상 잔여대수와 실제 잔여대수는 상이하니 유선으로 확인 바랍니다."
충북,단양군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","85
 (8)
 (21)
 (8)
 (48)",85,8,21,8,48,"88
 (5)
 (2)
 (9)
 (72)",88,5,2,9,72,0,0,"86
 (5)
 (2)
 (9)
 (70)",86,"0
 (3)
 (19)
 (0)
 (0)",
충남,천안시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","954
 (72)
 (297)
 (87)
 (498)",954,72,297,87,498,"957
 (72)
 (298)
 (87)
 (500)",957,72,298,87,500,0,0,"954
 (72)
 (297)
 (87)
 (498)",954,"0
 (0)
 (0)
 (0)
 (0)","&lt;&lt;2022년 하반기 전기자동차(승용) 보급사업 안내&gt;&gt;   

★★★★★잔여대수(9.21 기준)★★★★★★★
전체 물량 마감
★★★★★★★★★★★★★★★★★★★★★★★

○  사업명 :2022년 전기자동차 보급사업 2차 

○  신청기간 
     -승용: 2022.09.07(수) 10:00~
     -화물: 2022.09.08(목) 10:00~
      ※추경1차에 신청하시기 바랍니다.

○  보급대수
    -승용: 총 500대(일반 250, 법인기관 150, 우선 50, 택시 50)
    -화물: 총 103대(일반 62, 법인기관 21, 우선10, 중소기업생산물량 10)

○  지원자격 : 구매신청서 접수일기준 30일 이전부터 연속하여 천안시에 주소를 둔 만 18세 이상 개인(사업자)
○  선정기준 : 자동차 출고.등록순

※ 차종에 따른 보조금 차이로 인해 지원대수는 예산내에서 변동될 수 있습니다.
※ 전기차 구매 지원신청서 유의사항 동의서가 변경됨에 따라 새로운 서식으로 신청하시기 바랍니다. 
※ 주민등록등(초)본, 지방세납세증명서, 가족관계증명서 등은 구매신청서 접수일 기준 30일 이내 발급분만 유효함을 안내드립니다.
※ 민원 전화 폭주로 인해 업무처리가 지연되오니 빠른처리를 위해 가능한 전화문의는 자제부탁드립니다."
충남,공주시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","281
 (29)
 (45)
 (15)
 (192)",281,29,45,15,192,"271
 (22)
 (29)
 (20)
 (200)",271,22,29,20,200,10,0,"256
 (22)
 (25)
 (20)
 (189)",256,"25
 (7)
 (20)
 (0)
 (3)",사업종료
충남,보령시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","156
 (11)
 (32)
 (11)
 (102)",156,11,32,11,102,"162
 (16)
 (12)
 (2)
 (132)",162,16,12,2,132,0,0,"145
 (14)
 (11)
 (0)
 (120)",145,"11
 (0)
 (21)
 (11)
 (0)","모든 물량 마감되었습니다.
올해 추가 공고 예정은 더이상 없으며, 추가 공고가 있을 시 사전에 통합누리집에 공지할 예정입니다.

○ 접수기간 : 2022. 9. 28.(수) ~ 예산 소진 시까지
○ 사업물량 : 총 58대
※ 보급 여건 및 예산 범위 내에서 사업 물량은 변동될 수 있음
※ 전기택시 구매 시 해당 차량 지원액에서 200만원 추가 지원
※ 법인·기관 구매 시 지방비의 50% 감액 지원
○ 모든 제출서류 원본은 보조금 신청 시 제작·수입사에서 일괄하여 ‘충남 보령시 성주산로 77, 보령시청 3층 환경보호과’ 로 방문 또는 우편 제출"
충남,아산시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","699
 (67)
 (188)
 (63)
 (381)",699,67,188,63,381,"773
 (72)
 (190)
 (75)
 (436)",773,72,190,75,436,0,0,"701
 (67)
 (188)
 (63)
 (383)",701,"0
 (0)
 (0)
 (0)
 (0)","▶2022년 아산시 전기승용차 지원사업 4차  마감되었습니다.◀

==========================================
**택시, 법인, 우선순위 : 마감(11.14.)**

**일반 : 마감(11.15.)**

=========================================="
