총괄현황(전기차),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
시도,지역구분,차종,접수방법,민간공고대수,,,,,,,접수대수,,,,,,,접수 잔여대수,,출고대수,,출고잔여대수,비고
경기,파주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","260
 (26)
 (26)
 (0)
 (22)
 (186)",260,26,26,0,22,186,"470
 (87)
 (26)
 (112)
 (22)
 (223)",470,87,26,112,22,223,0,0,"470
 (87)
 (26)
 (112)
 (22)
 (223)",470,"0
 (0)
 (0)
 (0)
 (0)
 (0)","★★★""화물"" 접수마감되었습니다★★★ 
2023년 하반기 전기자동차(화물) 보급사업 추가 공고
○ 신청기간: '23.9.25.(월) 10:00 ~ 예산 소진시
○ 보급대수: 화물 45대
○ 보조금(일반기준 / 차종별 상이)
- 화물:1800만원(국비1200,지방비600)
○ 보급내용: 지원구분별 집행되지 않은 물량에 대해 일반물량으로 통합 진행
----------------------------------------------------------------------------------------------
<2023년 하반기 전기자동차 구매지원사업>
○접수신청 : 7/3(월) 9시~ 예산소진시까지
○대수
-승용:217대(일반173대,우선순위22대,택시22대)
-화물:204대(일반124대,우선순위20대,택배40대,중소기업20대)
○보조금(최대 일반기준)
-승용:980만원(국비680,지방비300)
-화물:1800만원(국비1200,지방비600)
○대상자선정 : 출고등록순
○보급대수제한
-개인(개인사업자 포함):1대
-법인:1대
※ 기타 자세한 문의사항은 공고문을 참고하시기 바라며, 보급대수는 차종별 보조금 차등지원에 따라 예산범위 내에서 변동될 수 있음"
경기,이천시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","188
 (19)
 (19)
 (0)
 (38)
 (112)",188,19,19,0,38,112,"229
 (44)
 (11)
 (39)
 (4)
 (131)",229,44,11,39,4,131,0,0,"229
 (44)
 (11)
 (39)
 (4)
 (131)",229,"0
 (0)
 (8)
 (0)
 (34)
 (0)","*화물 모든 물량 대상자 선정 완료되어 사업종료*
------------------------------------------------------------
<2023년 전기자동차(화물) 보급사업(2차) 안내>
 ○ 공고일: 2023. 6. 13.(화)
 ○ 접수기간:　2023. 6. 19.(월) 10:00~ 예산 소진 시
 ○ 보급대수: 총41대(일반: 25대/ 우선순위: 4대/ 택배: 8대/ 중소기업: 4대)
    ※ 보급여건 및 예산증감에 따라 변동 가능 
 ○ 선정기준: 출고·등록순
    ※ 지원가능확인 요청(10일 이내 출고 확정 시)일이 같을 경우 접수순으로 선정

--------------------------------------------------------------------------------------------------------
<2023년 전기자동차(화물) 보급사업 안내>
 ○ 공고일: 2023. 2. 14.(화)
 ○ 접수기간:　2023. 2. 15.(수) 10:00~ 예산 소진 시
 ○ 보급대수: 총147대(일반: 87대/ 우선순위: 15대/ 택배: 30대/ 중소기업: 15대)
    ※ 보급여건 및 예산증감에 따라 변동 가능 
 ○ 선정기준: 출고·등록순
    ※ 지원가능확인 요청(10일 이내 출고 확정 시)일이 같을 경우 접수순으로 선정"
경기,안성시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","325
 (29)
 (29)
 (0)
 (57)
 (210)",325,29,29,0,57,210,"262
 (35)
 (18)
 (45)
 (16)
 (148)",262,35,18,45,16,148,63,62,"256
 (34)
 (18)
 (42)
 (16)
 (146)",256,"69
 (0)
 (11)
 (0)
 (41)
 (64)","★전기화물차 전체물량 소진되었습니다.(10.24일)
---------------------------------------------------------

★ 전기자동차 보급사업 공고(4차)

1. 신청기간 : 2023.10.23.(월) 오전 9시 ~ 예산 소진 시 까지
2. 보급대수 : 화물 40대(일반)
                 (차종별 보조금 상이하므로 보급대수는 변경될 수 있음)
3. 선정방법 : 출고등록순"
경기,김포시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","677
 (0)
 (0)
 (0)
 (0)
 (677)",677,0,0,0,0,677,"675
 (89)
 (46)
 (25)
 (18)
 (497)",675,89,46,25,18,497,2,180,"671
 (89)
 (45)
 (24)
 (18)
 (495)",671,"6
 (0)
 (0)
 (0)
 (0)
 (182)","★승용·화물 전체 마감
※ 취소물량 발생 시 지원가능확인요청순으로 대상자선정"
경기,화성시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","662
 (80)
 (70)
 (165)
 (130)
 (217)",662,80,70,165,130,217,"573
 (86)
 (70)
 (186)
 (39)
 (192)",573,86,70,186,39,192,89,25,"573
 (86)
 (70)
 (186)
 (39)
 (192)",573,"89
 (0)
 (0)
 (0)
 (91)
 (25)","★23. 10. 5. 기준 승용 3배수,  화물 5배수 접수★
★승용/화물 - 자격부여, 예산내 대상자 선정 완료★  
★하반기(추경2) 대상자선정 마감. 취소건 발생시 대기순으로 대상자선정 진행 예정★
★하반기공고 확인 부탁드립니다. 업로드 23. 9. 25.★
★「2023년 전기자동차 보급사업 보조금 업무처리지침(환경부)」 개정에따른 전기화물차 중고거래 시 보조금 환수규정 적용★
- 전기화물차를 구매한 자가 해당 차량을 1만km이상 운행하지 
아니하고 최초 등록한 날부터 1년 이내에 판매하는 경우 지급 된 보조금의 30% 회수
- 자세한 사항은 변경된 공고를 확인해주시길 바랍니다.
★ 추가보급대수(전기승용차 약 100대)는 별도 공고 없이 통합물량과 합산하여 연속적으로 보급

-----------------------------------------------------------------------------------------------------------------------------------------------------------

★2023년도 전기자동차 보급사업 공고문(하반기)★

 ㅇ 접수기간 : `23. 10. 5. (목) 14:00 ∼ ‘23. 11. 30.(목)
 ㅇ 보급대수 : 총 140대 (전기승용 90대, 전기화물 50대)
    ※ 추가예산추가보급대수(전기승용차 약 100대)는 별도 공고 없이 통합물량과 합산하여 연속적으로 보급
 ㅇ 선정기준 : 출고등록순
 ㅇ 보급대수 제한 : 개인·개인사업자 1대, 법인·기관 1대
  * 전기자동차(승용, 화물) 법인 2대 이상 한국환경공단 문의
통합 문의 : 1577-4200 / 031-5189-6729
화물 문의 : 031-5189-6728/7459
승용 문의 : 031-5189-7459/6726

※ 기타 자세한 문의사항은 공고문을 참조하시기 바라며, 신속한 업무처리를 위해 전화 문의는 자제 부탁드립니다.
※ 서류미비로 보완이 될 경우 후순위로 밀리는 점 인지 부탁드립니다."
경기,광주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","312
 (32)
 (32)
 (0)
 (64)
 (184)",312,32,32,0,64,184,"360
 (56)
 (28)
 (89)
 (44)
 (143)",360,56,28,89,44,143,0,41,"276
 (35)
 (25)
 (68)
 (44)
 (104)",276,"36
 (0)
 (7)
 (0)
 (20)
 (80)","<2023.10.10. 잔여대수공지 - 화물대상자선정 마감>
화물차 지원가능대수 0대 
------------------------------------------------------
*전기화물차 하반기 구매지원사업 공고*
○ 보급기간 : 2023. 6. 26.(월) 10시 ~ 2023. 12. 8.(금)까지 하되 예산 소진 시 까지
○ 보급대수 : 전기화물차218대(예산 범위 내에서 변동가능)
○ 신청 대상 : 구매신청서 접수일 기준으로 광주시에 주소를 둔지 3개월이 경과된 개인 및 광주시 소재지(3개월 경과) 법인, 공공기관
     개인, 개인사업자(등본상 주소지 기준),  법인 - (사업장소재지 기준)
○ 보조금 지원대상자 선정 통보 : 접수된 건에 대하여 출고 등록순(세부사항 공고문 필독사항 꼭 확인!!!!) 
※ 세부사항은 공고문 참조"
경기,양주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","180
 (45)
 (14)
 (28)
 (31)
 (62)",180,45,14,28,31,62,"356
 (112)
 (19)
 (52)
 (32)
 (141)",356,112,19,52,32,141,0,0,"219
 (63)
 (14)
 (30)
 (32)
 (80)",219,"0
 (0)
 (0)
 (0)
 (0)
 (0)","2023년 양주시 전기자동차(승용,화물) 보조금 지급 계획
 ○ 사업기간 : 2023. 2. 17. ~ 2023. 12. 15.(예산 소진 시 조기마감)
 ○ 보급대수 : 전기승용·초소형 약 336대, 전기화물 약 180대
 ※전기화물차 잔여 물량 : 마감되었습니다

 ○ 2023년 10월 27일에 전기화물차 약 53대 추가 공고됩니다.
   - 접수는 10월 25일 09시부터 진행하며,
   - 대상자 선정은 10월 27일 09시부터 해드립니다.
    ※ 지원가능 확인요청은 10월 27일 09시부터 가능합니다.(27일 09시 이전 지원가능 확인요청 건은 자격부여 단계로 돌아갑니다.)"
경기,포천시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","348
 (42)
 (20)
 (84)
 (37)
 (165)",348,42,20,84,37,165,"347
 (44)
 (8)
 (94)
 (3)
 (198)",347,44,8,94,3,198,1,0,"339
 (44)
 (8)
 (93)
 (3)
 (191)",339,"9
 (0)
 (12)
 (0)
 (34)
 (0)","★승용, 화물 마감★"
경기,여주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","204
 (20)
 (20)
 (0)
 (40)
 (124)",204,20,20,0,40,124,"172
 (59)
 (12)
 (22)
 (2)
 (77)",172,59,12,22,2,77,32,47,"172
 (59)
 (12)
 (22)
 (2)
 (77)",172,"32
 (0)
 (8)
 (0)
 (38)
 (47)",
경기,연천군,전기화물,"*일반: 출고등록순
*우선: -","73
 (5)
 (5)
 (10)
 (0)
 (53)",73,5,5,10,0,53,"67
 (19)
 (3)
 (10)
 (0)
 (35)",67,19,3,10,0,35,6,18,"66
 (19)
 (3)
 (9)
 (0)
 (35)",66,"7
 (0)
 (2)
 (1)
 (0)
 (18)",
경기,가평군,전기화물,"*일반: 접수순
*우선: 접수순","108
 (11)
 (11)
 (0)
 (22)
 (64)",108,11,11,0,22,64,"63
 (19)
 (7)
 (8)
 (3)
 (26)",63,19,7,8,3,26,45,38,"63
 (19)
 (7)
 (8)
 (3)
 (26)",63,"45
 (0)
 (4)
 (0)
 (19)
 (38)","2차 공고(2023.5.22.)
- 전기화물차 55대(일반 32대, 중소기업생산물량 6대, 우선지원대상 6대, 운송사업 11대)"
경기,양평군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","169
 (55)
 (10)
 (9)
 (20)
 (75)",169,55,10,9,20,75,"169
 (55)
 (10)
 (9)
 (20)
 (75)",169,55,10,9,20,75,0,0,"169
 (55)
 (10)
 (9)
 (20)
 (75)",169,"0
 (0)
 (0)
 (0)
 (0)
 (0)",2023년 전기화물 전체 물량 소진되었습니다.
강원,춘천시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","483
 (49)
 (49)
 (0)
 (97)
 (288)",483,49,49,0,97,288,"230
 (36)
 (22)
 (18)
 (21)
 (133)",230,36,22,18,21,133,253,155,"230
 (36)
 (22)
 (18)
 (21)
 (133)",230,"253
 (13)
 (27)
 (0)
 (76)
 (155)",사업기간 : 2023. 12. 15.까지(지원가능요청분까지)(예산소진시에는 조기종료)
강원,원주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","480
 (47)
 (46)
 (0)
 (93)
 (294)",480,47,46,0,93,294,"258
 (117)
 (39)
 (23)
 (8)
 (71)",258,117,39,23,8,71,222,223,"258
 (117)
 (39)
 (23)
 (8)
 (71)",258,"222
 (0)
 (7)
 (0)
 (85)
 (223)","2023년 원주시 전기자동차 2차 공고
-접수기간: 2023. 7. 3.(월) 공고 후 ~ 2023. 12. 15.(금) (예산 소진 시 조기 마감)
-대상자 선정방식: 출고등록순(지원가능확인 요청 순서대로 대상자를 선정하며, 자격부여는 대상자 선정이 아님을 알려드립니다.)
-보조금 청구 시, 접수 및 청구 서류 일체 &apos;강원틀별자치도 원주시 시청로 1, 원주시청 6층 기후에너지과&apos; 로 송부"
강원,강릉시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","479
 (48)
 (49)
 (0)
 (96)
 (286)",479,48,49,0,96,286,"268
 (65)
 (26)
 (28)
 (1)
 (148)",268,65,26,28,1,148,211,138,"268
 (65)
 (26)
 (28)
 (1)
 (148)",268,"211
 (0)
 (23)
 (0)
 (95)
 (138)","※2023년 하반기 전기자동차 보급사업 공고※
* 신청기간:  하반기 공고일 ~ 2023. 12. 15. 18:00 (예산 소진 시 조기 마감)
* 지원자격: 신청접수일 기준 90일전부터 강릉시에 주소를 둔 자
* 대상자선정 기준: 출고등록순 
* 보급대수: 화물(소형) 394대 / 화물(경형,초소형) 85대
★ 소상공인 및 차상위계층 국비 30% 추가지원 신청 가능 ★
 - 우선순위 물량 소진되어 일반유형으로 신청 후 사회계층 소상공인, 차상위계층 체크 바랍니다.(증빙서류 제출 必)"
강원,동해시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","70
 (6)
 (6)
 (0)
 (11)
 (47)",70,6,6,0,11,47,"72
 (17)
 (7)
 (10)
 (11)
 (27)",72,17,7,10,11,27,0,20,"72
 (17)
 (7)
 (10)
 (11)
 (27)",72,"0
 (0)
 (0)
 (0)
 (0)
 (20)","1. 사업개요

   공고기간 : 2023. 9. 27(수). ~ 2023. 11. 30(목)
   접수기간 : 2023. 10. 04(수). ~ 2023. 11. 30(목) ※ 예산소진시 사업종료

    전기화물 6대(일반 6)
    전기화물(경형, 초소형) 4대(일반4)"
강원,태백시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","95
 (0)
 (0)
 (0)
 (0)
 (95)",95,0,0,0,0,95,"35
 (17)
 (3)
 (2)
 (5)
 (8)",35,17,3,2,5,8,60,87,"33
 (17)
 (3)
 (2)
 (5)
 (6)",33,"62
 (0)
 (0)
 (0)
 (0)
 (89)",
강원,속초시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","112
 (0)
 (0)
 (0)
 (0)
 (112)",112,0,0,0,0,112,"76
 (43)
 (6)
 (4)
 (4)
 (19)",76,43,6,4,4,19,36,93,"76
 (43)
 (6)
 (4)
 (4)
 (19)",76,"36
 (0)
 (0)
 (0)
 (0)
 (93)","1. 사업물량 : 총 298대(승용 177, 소형화물 109, 경형화물 3, 승합 9)
2. 지원금액 : 공고문 및 붙임 참조
3. 지원자격 : 신청접수일 기준 90일전부터 속초시에 주소를 둔 자
4. 선정방법 : 차량 출고 및 등록순
5. 주의사항 : 차량 출고 전 잔여물량 반드시 확인, 의무운행기간 준수
6. 기타사항 : 속초시청 친환경정책과(☏033-639-2743) 문의
★ 회계연도 마감에 따라 2023. 12. 10. 이전까지 지급신청 가능한 경우에만 신청가능 ★"
강원,삼척시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","54
 (6)
 (6)
 (0)
 (12)
 (30)",54,6,6,0,12,30,"54
 (11)
 (4)
 (6)
 (8)
 (25)",54,11,4,6,8,25,0,5,"54
 (11)
 (4)
 (6)
 (8)
 (25)",54,"0
 (0)
 (2)
 (0)
 (4)
 (5)",
강원,홍천군,전기화물,"*일반: 접수순
*우선: 접수순","91
 (10)
 (10)
 (0)
 (19)
 (52)",91,10,10,0,19,52,"68
 (22)
 (7)
 (4)
 (3)
 (32)",68,22,7,4,3,32,23,20,"68
 (22)
 (7)
 (4)
 (3)
 (32)",68,"23
 (0)
 (3)
 (0)
 (16)
 (20)",
강원,횡성군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","63
 (0)
 (0)
 (0)
 (0)
 (63)",63,0,0,0,0,63,"53
 (12)
 (6)
 (2)
 (0)
 (33)",53,12,6,2,0,33,10,30,"52
 (11)
 (6)
 (2)
 (0)
 (33)",52,"11
 (0)
 (0)
 (0)
 (0)
 (30)","□ 사업개요
  ○ 신청기간 : 2023. 9. 6.(수) ~ 12. 15.(금)
  ○ 보급대수 : 135대  ※ 물량조정(화물(소형) 6대 증, 화물(경형) 8대 감)
    - 승용 : 70대(일반 63, 우선순위 7)
    - 화물(소형) : 56대 (일반 36, 운송사업 물량 10, 중소기업 생산물량 5, 우선순위 5)
    - 화물(경형) : 7대 (일반 4, 운송사업 물량 2, 중소기업 생산물량 1, 우선순위 1)
    - 승합 : 1대
    ※ 사업 진행상황에 따라 변동될 수 있음
    ※ 해당 사업 잔여물량 소진시까지 진행(조기 소진 시 마감)
    ※ 택시 물량 중 미집행 물량은 변경(1차) 공고 이후 일반 물량과 통합하여 집행
    ※ 운송사업, 중소기업, 우선순위 중 미집행 물량은 2023. 10. 1.부터 일반 물량과 통합하여 집행
  ○ 사업내용 : 환경부 인증을 받은 전기자동차 구입 보조금 지원
  ○ 지원차종 : 붙임1 참고
    ※ 향후 추가되는 차량은 저공해차 통합누리집(www.ev.or.kr)에 게재
  ○ 선정방법 : 출고등록순(저공해차 구매보조금 지원시스템 &quot;지원가능확인&quot; 요청 순)"
강원,영월군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","73
 (6)
 (6)
 (0)
 (11)
 (50)",73,6,6,0,11,50,"59
 (23)
 (3)
 (4)
 (4)
 (25)",59,23,3,4,4,25,14,25,"59
 (23)
 (3)
 (4)
 (4)
 (25)",59,"14
 (0)
 (3)
 (0)
 (7)
 (25)",
강원,평창군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","68
 (8)
 (8)
 (0)
 (14)
 (38)",68,8,8,0,14,38,"40
 (9)
 (4)
 (3)
 (1)
 (23)",40,9,4,3,1,23,28,15,"40
 (9)
 (4)
 (3)
 (1)
 (23)",40,"28
 (0)
 (4)
 (0)
 (13)
 (15)","○ 2023년 전기자동차 보급사업 2차 공고

1. 신청기간 : 2023. 7. 31.(월) 09:00 ~ 2023. 12. 13.(수)(예산 소진 시 조기 마감)
  ◇ 무공해차 구매보조금 지원시스템에 명시된 기간과 상관없이 신청기간 내에 대상자 선정이 완료되어야 함.

2. 보급수량 : 승용 58대, 소형화물 22대, 경형·초소형화물 13대

3. 신청방법
  ◇전기자동차 제작ㆍ수입사를 통한 온라인 접수
    가. 신청인 : 희망하는 전기자동차 제작ㆍ수입사와 구매계약 체결
    나. 제작ㆍ수입사 : 무공해차 구매보조금 지원시스템을 통한 구매 지원 신청서류 제출

4. 선정방법 : 출고ㆍ등록순
  ◇ &apos;지원확정&apos;(대상자 선정) 단계가 아닌 &apos;자격부여&apos;단계에 출고할 경우 보조금 지급 불가
  ◇ 보조금 지원대상자로 결정된 날로부터 10일 이내에 차량 출고되지 않을 경우 대상자 선정이 취소되거나 대기자로 변경될 수 있음."
강원,정선군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","49
 (5)
 (5)
 (0)
 (9)
 (30)",49,5,5,0,9,30,"26
 (8)
 (4)
 (2)
 (5)
 (7)",26,8,4,2,5,7,23,23,"26
 (8)
 (4)
 (2)
 (5)
 (7)",26,"23
 (0)
 (1)
 (0)
 (4)
 (23)",
강원,철원군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","102
 (11)
 (11)
 (0)
 (21)
 (59)",102,11,11,0,21,59,"127
 (19)
 (2)
 (9)
 (6)
 (91)",127,19,2,9,6,91,0,0,"127
 (19)
 (2)
 (9)
 (6)
 (91)",127,"0
 (0)
 (9)
 (0)
 (15)
 (0)","□ 보급대수
▶ 상반기
  - 소형: 50대 (일반 30대, 택배 10대, 중소기업 5대, 우선순위 5대)
  - 초소형·경형: 5대 (일반 2대, 택배 1대, 중소기업 1대, 우선순위 1대) 
▶하반기(조기집행중)
  - 소형: 47대 (일반 27대, 택배 10대, 중소기업 5대, 우선순위 5대)
□ 접수기간 : 2023. 2. 16.(목) 10:00 ∼ 예산소진 시까지 
□ 지원대상 : 개인, 법인, 공공기관, 지방자치단체, 지방공기업 등이 전기자동차 보조금                 지원 대상 자동차를 신규로 구매하여 철원군에 신규 등록할 경우 
□ 보급차량 : 보조금 지원 차량은 환경부 무공해차 통합누리집(ev.or.kr)에서 열람 
□ 접수방법 : 무공해자동차 구매보조금 지원시스템(ev.or.kr/ps) 상 온라인 접수 
□ 선정방법 : 차량 출고·등록 순"
강원,화천군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","46
 (0)
 (0)
 (0)
 (0)
 (46)",46,0,0,0,0,46,"21
 (3)
 (3)
 (2)
 (1)
 (12)",21,3,3,2,1,12,25,34,"21
 (3)
 (3)
 (2)
 (1)
 (12)",21,"25
 (0)
 (0)
 (0)
 (0)
 (34)","1. 신청기간 : 2023.07.17. 09:00 ~ 12.08. 18:00(보조금 소진 시 사업종료)
2. 보급대수 : 화물(소형) 25대, 화물(경형, 초소형) 7대
3. 선정방법 : 출고등록순
4. 보급차종 : 무공해차 통합누리집(ev.or.kr)에서 확인가능
5. 신청방법 : 전기차 제조ㆍ판매사(영업점)를 통한 전산시스템(www.ev.or.kr/ps) 제출
 ※ 지급신청시 관련서류 일체 원본 제출"
강원,양구군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","82
 (7)
 (7)
 (0)
 (16)
 (52)",82,7,7,0,16,52,"23
 (6)
 (1)
 (0)
 (0)
 (16)",23,6,1,0,0,16,59,36,"23
 (6)
 (1)
 (0)
 (0)
 (16)",23,"59
 (1)
 (6)
 (0)
 (16)
 (36)",
강원,인제군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","93
 (4)
 (6)
 (0)
 (9)
 (74)",93,4,6,0,9,74,"23
 (9)
 (0)
 (6)
 (1)
 (7)",23,9,0,6,1,7,70,67,"23
 (9)
 (0)
 (6)
 (1)
 (7)",23,"70
 (0)
 (6)
 (0)
 (8)
 (67)","하반기 보급물량: 34대(일반 18, 택비용 8, 중소기업 5,, 우선순위 3)"
강원,고성군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","67
 (3)
 (3)
 (0)
 (6)
 (55)",67,3,3,0,6,55,"51
 (26)
 (2)
 (5)
 (2)
 (16)",51,26,2,5,2,16,16,39,"50
 (26)
 (1)
 (5)
 (2)
 (16)",50,"17
 (0)
 (2)
 (0)
 (4)
 (39)",
강원,양양군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","40
 (2)
 (1)
 (0)
 (3)
 (34)",40,2,1,0,3,34,"32
 (4)
 (3)
 (3)
 (0)
 (22)",32,4,3,3,0,22,8,12,"32
 (4)
 (3)
 (3)
 (0)
 (22)",32,"8
 (0)
 (0)
 (0)
 (3)
 (12)",
충북,청주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","975
 (100)
 (100)
 (0)
 (190)
 (585)",975,100,100,0,190,585,"865
 (135)
 (42)
 (153)
 (68)
 (467)",865,135,42,153,68,467,110,118,"854
 (134)
 (39)
 (153)
 (68)
 (460)",854,"121
 (0)
 (61)
 (0)
 (122)
 (125)","- 2023 청주시 전기자동차 구매지원사업 마감 -
------------------------------------------------------------------------------------
* ('23.5.1. 시행) 전기화물차를 최초등록일로부터 1년 이내 & 1만km 미만 
   주행 후 판매(관내이전 포함) 시 보조금(국비+지방비) 환수
------------------------------------------------------------------------------------
○ 원본서류 미제출(전산등록 시 모든 서류를 1개의 PDF파일로 합쳐서 첨부)
○ 자격부여 및 대상자 선정 후 문자통보하지 않으므로 시스템 직접 확인 요망
○ 민원전화 폭주로 업무처리가 지연되므로 전화문의는 자제해 주시기 바랍니다"
충북,충주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","241
 (24)
 (24)
 (0)
 (48)
 (145)",241,24,24,0,48,145,"245
 (66)
 (15)
 (13)
 (31)
 (120)",245,66,15,13,31,120,0,25,"245
 (66)
 (15)
 (13)
 (31)
 (120)",245,"0
 (0)
 (9)
 (0)
 (17)
 (25)","*** 화물 전체물량 마감(2023. 10. 10.)

< 2023년 하반기 전기자동차 구매지원 사업 공고 >

 * 신청기간 : 8월 1일 ~ 예산소진시 마감

 * 보급대수 : 전체265대
     - 승용 180대(일반 144/택시18/우선18),  
     - 화물 80대(일반48/택배16/우선순위8/중소기업생산8), 
     - 승합 5대(일반)

 * 실보급대수는 보급여건 및 예산범위내에서 변동될수 있음
---------------------------------------------------------------------------------------------------
 * 주의 : 원본서류일체 등기발송요함(충북 충주시 으뜸로 21, 충주시청 기후에너지과 대기관리팀 전기차담당)
 
 * 기타 자세한 내용은 시스템 공고문 참고

 * 민원전화 폭주로 업무처리가 지연되므로 전화문의는 자제하여 주시기 바랍니다.

 * 접수순번 대로 자격부여 하니, 전화독촉은 지양해 주시기 바랍니다."
충북,제천시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","289
 (29)
 (29)
 (0)
 (58)
 (173)",289,29,29,0,58,173,"157
 (34)
 (10)
 (4)
 (9)
 (100)",157,34,10,4,9,100,132,73,"156
 (34)
 (10)
 (4)
 (9)
 (99)",156,"133
 (0)
 (19)
 (0)
 (49)
 (74)","2023년 전기자동차 보급사업

2차공고
신청기한 : 2023. 6. 26.(월) ~ 2023. 12. 20(수) *예산소진시 마감
    ※ 2023. 12. 20.(수)까지 출고·등록 후 지급신청서류 원본제출 하여햐 함
보급대수 : 승용 150대(일반105/택시30/우선15), 화물 100대(일반60/택배20/우선10/중소10) 
  - 1차공고 잔여 대수 변경 승합 16대 → 6대로 변경
  - 1차공고 잔여 대수 계속 보급 

※ 공고대수와 출고대수는 잔여예산에 따라 다룰 수 있음
※ 2023. 5. 1. 전기차 지침 개정으로 화물차 중고거새 시 보조금 환수 있음(1년미만 및 300km미만 시)
※ 전기자동차 조금 지원신청서 및 지급신청서, 첨부서류 전체 원본 우편발송(제천시 내토로 294 4층 자연화경과)"
충북,보은군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","88
 (9)
 (9)
 (18)
 (9)
 (43)",88,9,9,18,9,43,"76
 (15)
 (2)
 (7)
 (2)
 (50)",76,15,2,7,2,50,12,0,"76
 (15)
 (2)
 (7)
 (2)
 (50)",76,"12
 (0)
 (7)
 (11)
 (7)
 (0)",
충북,옥천군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","170
 (17)
 (17)
 (0)
 (34)
 (102)",170,17,17,0,34,102,"94
 (19)
 (2)
 (7)
 (2)
 (64)",94,19,2,7,2,64,76,38,"94
 (19)
 (2)
 (7)
 (2)
 (64)",94,"76
 (0)
 (15)
 (0)
 (32)
 (38)","*금년도 신청접수 마감합니다.
*최초등록일부터 1년 이내 & 1만km미만 주행 후 중고판매시 보조금 환수('23.4.28. 이후 매매되는 차량부터 적용)"
충북,영동군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","220
 (23)
 (23)
 (0)
 (44)
 (130)",220,23,23,0,44,130,"131
 (21)
 (6)
 (12)
 (0)
 (92)",131,21,6,12,0,92,89,38,"131
 (21)
 (6)
 (12)
 (0)
 (92)",131,"89
 (2)
 (17)
 (0)
 (44)
 (38)","○ 접수기간 : 2023. 7. ~ 12. 10.
○ 추가보급대수 : 전기승용 100대, 전기화물 125대

◆ 남은 대수 확인 방법 : 전체공고대수(첫번째 열) - 접수대수(두번째 열)
◆ 이렇게 전체공고대수에서 접수대수를 뺐을 때 마이너스인 경우에만 지자체에 전화문의하여 확인하시면 됩니다.(영동은 보시다시피 많이 남았습니다.)
◆ 12. 20.(수) 까지 지급신청 가능한 차량만 신청하시기 바랍니다.
◆ 지원자격: 영동군 내 주소를 둔 지 30일 이상인 개인 또는 단체
◆ 첨부서류 등록 시(지원신청, 지급신청 각각) 1개의 PDF파일로 첨부
◆ 신청서에 출고일자 명시"
충북,증평군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","53
 (25)
 (4)
 (0)
 (4)
 (20)",53,25,4,0,4,20,"39
 (19)
 (4)
 (4)
 (2)
 (10)",39,19,4,4,2,10,14,10,"39
 (19)
 (4)
 (4)
 (2)
 (10)",39,"14
 (6)
 (0)
 (0)
 (2)
 (10)",신청접수 : 2023년 2월 21일 13:00 ~ 예산소진시
