총괄현황(전기차),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
시도,지역구분,차종,접수방법,민간공고대수,,,,,,,접수대수,,,,,,,접수 잔여대수,,출고대수,,출고잔여대수,비고
강원,고성군,전기화물,"*일반: 출고등록순
*우선: -","48
 (0)
 (0)
 (0)
 (0)
 (48)",48,0,0,0,0,48,"45
 (3)
 (8)
 (0)
 (0)
 (34)",45,3,8,0,0,34,3,14,"45
 (3)
 (8)
 (0)
 (0)
 (34)",45,"3
 (0)
 (0)
 (0)
 (0)
 (14)",
강원,양양군,전기화물,"*일반: 접수순
*우선: 접수순","55
 (6)
 (4)
 (0)
 (0)
 (45)",55,6,4,0,0,45,"32
 (1)
 (5)
 (0)
 (0)
 (26)",32,1,5,0,0,26,23,19,"32
 (1)
 (5)
 (0)
 (0)
 (26)",32,"23
 (5)
 (0)
 (0)
 (0)
 (19)",
충북,청주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","628
 (63)
 (63)
 (0)
 (0)
 (502)",628,63,63,0,0,502,"692
 (66)
 (10)
 (0)
 (0)
 (616)",692,66,10,0,0,616,0,0,"627
 (59)
 (10)
 (0)
 (0)
 (558)",627,"1
 (4)
 (53)
 (0)
 (0)
 (0)",&lt;전기화물 대상자 선정 마감&gt;
충북,충주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","300
 (30)
 (30)
 (0)
 (0)
 (240)",300,30,30,0,0,240,"349
 (0)
 (6)
 (0)
 (0)
 (343)",349,0,6,0,0,343,0,0,"332
 (0)
 (6)
 (0)
 (0)
 (326)",332,"0
 (30)
 (24)
 (0)
 (0)
 (0)",
충북,제천시,전기화물,"*일반: 접수순
*우선: 접수순","262
 (27)
 (3)
 (0)
 (0)
 (232)",262,27,3,0,0,232,"229
 (18)
 (3)
 (0)
 (0)
 (208)",229,18,3,0,0,208,33,24,"229
 (18)
 (3)
 (0)
 (0)
 (208)",229,"33
 (9)
 (0)
 (0)
 (0)
 (24)","2021년 전기화물차 보급사업(3차) 
1. 신청기간 : 2021. 8. 9.(월) 10:00 ~ 예산소진 시까지 
2. 보급물량 : 일반물량 100대, 우선순위 15대
3. 선정방법 : 구매보조금 지원시스템(ev.or.kr) 신청서 접수순 
4. 기타 자세한 사항은 제천시 공고 제2021-1553호 참고"
충북,보은군,전기화물,"*일반: 접수순
*우선: 접수순","72
 (6)
 (0)
 (0)
 (0)
 (66)",72,6,0,0,0,66,"70
 (2)
 (0)
 (0)
 (0)
 (68)",70,2,0,0,0,68,2,0,"70
 (2)
 (0)
 (0)
 (0)
 (68)",70,"2
 (4)
 (0)
 (0)
 (0)
 (0)",
충북,옥천군,전기화물,"*일반: 접수순
*우선: 접수순","97
 (0)
 (0)
 (0)
 (0)
 (97)",97,0,0,0,0,97,"96
 (5)
 (0)
 (0)
 (0)
 (91)",96,5,0,0,0,91,1,6,"96
 (5)
 (0)
 (0)
 (0)
 (91)",96,"1
 (0)
 (0)
 (0)
 (0)
 (6)",
충북,영동군,전기화물,"*일반: 접수순
*우선: 접수순","106
 (6)
 (6)
 (0)
 (0)
 (94)",106,6,6,0,0,94,"91
 (3)
 (1)
 (0)
 (0)
 (87)",91,3,1,0,0,87,15,7,"91
 (3)
 (1)
 (0)
 (0)
 (87)",91,"15
 (3)
 (5)
 (0)
 (0)
 (7)",
충북,증평군,전기화물,"*일반: 추첨
*우선: 추첨","30
 (3)
 (3)
 (0)
 (0)
 (24)",30,3,3,0,0,24,"23
 (1)
 (0)
 (0)
 (0)
 (22)",23,1,0,0,0,22,7,2,"23
 (1)
 (0)
 (0)
 (0)
 (22)",23,"7
 (2)
 (3)
 (0)
 (0)
 (2)",
충북,진천군,전기화물,"*일반: 출고등록순
*우선: -","90
 (7)
 (5)
 (0)
 (0)
 (78)",90,7,5,0,0,78,"90
 (7)
 (4)
 (0)
 (0)
 (79)",90,7,4,0,0,79,0,0,"90
 (7)
 (4)
 (0)
 (0)
 (79)",90,"0
 (0)
 (1)
 (0)
 (0)
 (0)","1. 신청기간 : 2021. 9. 13.(월) ~  예산 소진 시까지(2차)
2. 보급대수 : 화물 약22대(일반지원) 
3. 선정방법 : 구매보조금 지원시스템(ev.or.kr) 출고,등록순
4. 기타 자세한 사항은 진천군 공고 제2021-1202호 참고"
충북,괴산군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","61
 (6)
 (3)
 (0)
 (0)
 (52)",61,6,3,0,0,52,"58
 (3)
 (0)
 (0)
 (0)
 (55)",58,3,0,0,0,55,3,0,"58
 (3)
 (0)
 (0)
 (0)
 (55)",58,"3
 (3)
 (3)
 (0)
 (0)
 (0)",
충북,음성군,전기화물,"*일반: 추첨
*우선: 추첨","61
 (5)
 (0)
 (0)
 (0)
 (56)",61,5,0,0,0,56,"105
 (6)
 (0)
 (0)
 (0)
 (99)",105,6,0,0,0,99,0,0,"59
 (5)
 (0)
 (0)
 (0)
 (54)",59,"2
 (0)
 (0)
 (0)
 (0)
 (2)","화물소형일반(1톤) 마감되었습니다.
그 외 화물: 신청서 접수순(기간: 2021.8.2.~예산소진시까지)"
충북,단양군,전기화물,"*일반: 접수순
*우선: 접수순","79
 (8)
 (8)
 (0)
 (0)
 (63)",79,8,8,0,0,63,"79
 (7)
 (1)
 (0)
 (0)
 (71)",79,7,1,0,0,71,0,0,"79
 (7)
 (1)
 (0)
 (0)
 (71)",79,"0
 (1)
 (7)
 (0)
 (0)
 (0)",
충남,천안시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","158
 (16)
 (15)
 (0)
 (0)
 (127)",158,16,15,0,0,127,"157
 (16)
 (13)
 (0)
 (0)
 (128)",157,16,13,0,0,128,1,0,"157
 (16)
 (13)
 (0)
 (0)
 (128)",157,"1
 (0)
 (2)
 (0)
 (0)
 (0)",
충남,공주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","70
 (7)
 (4)
 (0)
 (0)
 (59)",70,7,4,0,0,59,"70
 (4)
 (2)
 (0)
 (0)
 (64)",70,4,2,0,0,64,0,0,"69
 (4)
 (1)
 (0)
 (0)
 (64)",69,"1
 (3)
 (3)
 (0)
 (0)
 (0)","※ 차종에 따른 보조금 차이로 인해 지원대수는 예산내에서 변동될 수 있습니다.
※  (추경2차) 3차 공고 지원시 [서식2]의 추가 유의사항 동의 및 확인서 내용이 1,2차와 변경되었으니, 반드시 변경된 양식에 작성하여 신청해 주시기 바랍니다."
충남,보령시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","168
 (0)
 (0)
 (0)
 (0)
 (168)",168,0,0,0,0,168,"156
 (3)
 (2)
 (0)
 (0)
 (151)",156,3,2,0,0,151,12,17,"153
 (3)
 (2)
 (0)
 (0)
 (148)",153,"15
 (0)
 (0)
 (0)
 (0)
 (20)","모든 제출서류 원본은 보조금 지급 신청 시 제작, 수입사에서 일괄하여 ‘충남 보령시 성주산로 77,(보령시청) 3층 환경보호과’로 방문 또는 우편 제출"
충남,아산시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","199
 (17)
 (4)
 (0)
 (0)
 (178)",199,17,4,0,0,178,"230
 (18)
 (4)
 (0)
 (0)
 (208)",230,18,4,0,0,208,0,0,"199
 (18)
 (4)
 (0)
 (0)
 (177)",199,"0
 (0)
 (0)
 (0)
 (0)
 (1)",
충남,서산시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","235
 (0)
 (0)
 (0)
 (0)
 (235)",235,0,0,0,0,235,"187
 (3)
 (3)
 (0)
 (0)
 (181)",187,3,3,0,0,181,48,54,"180
 (3)
 (2)
 (0)
 (0)
 (175)",180,"55
 (0)
 (0)
 (0)
 (0)
 (60)",2021. 8. 23. 부터 일반물량으로 통합 집행
충남,논산시,전기화물,"*일반: 접수순(초과시 추첨)
*우선: 접수순(초과시 추첨)","30
 (3)
 (3)
 (0)
 (0)
 (24)",30,3,3,0,0,24,"185
 (5)
 (0)
 (0)
 (0)
 (180)",185,5,0,0,0,180,0,0,"89
 (5)
 (0)
 (0)
 (0)
 (84)",89,"0
 (0)
 (3)
 (0)
 (0)
 (0)",
충남,계룡시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","30
 (3)
 (0)
 (0)
 (0)
 (27)",30,3,0,0,0,27,"34
 (1)
 (0)
 (0)
 (0)
 (33)",34,1,0,0,0,33,0,0,"30
 (1)
 (0)
 (0)
 (0)
 (29)",30,"0
 (2)
 (0)
 (0)
 (0)
 (0)",
충남,당진시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","95
 (10)
 (0)
 (0)
 (0)
 (85)",95,10,0,0,0,85,"119
 (12)
 (0)
 (0)
 (0)
 (107)",119,12,0,0,0,107,0,0,"95
 (11)
 (0)
 (0)
 (0)
 (84)",95,"0
 (0)
 (0)
 (0)
 (0)
 (1)",
충남,금산군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","50
 (5)
 (5)
 (0)
 (0)
 (40)",50,5,5,0,0,40,"49
 (2)
 (1)
 (0)
 (0)
 (46)",49,2,1,0,0,46,1,0,"49
 (2)
 (1)
 (0)
 (0)
 (46)",49,"1
 (3)
 (4)
 (0)
 (0)
 (0)","1. 신청대상 : 공고일 기준 2개월 이상 계속하여 금산군에 주소를 두고 있는 18세 이상 개인, 법인, 기업
 2. 신청기간 : 2021.02.22.(월) 09:00 ~ 예산 소진 시까지
 3. 보급대수 : 50대(일반 40대, 우선지원 5대, 중소기업생산챠량 5대) 
 4. 지원금액 : 차종에 따라 다름
 5. 대상자선정방법 : 출고 등록순
 6. 신청절차 : 신청인은 가까운 자동차 대리점,영업소에 구매계약 후 저공해차 통합 누리집을 통해 신청"
충남,부여군,전기화물,"*일반: 추첨
*우선: 추첨","80
 (8)
 (8)
 (0)
 (0)
 (64)",80,8,8,0,0,64,"145
 (17)
 (0)
 (0)
 (0)
 (128)",145,17,0,0,0,128,0,0,"99
 (16)
 (0)
 (0)
 (0)
 (83)",99,"0
 (0)
 (8)
 (0)
 (0)
 (0)",
충남,서천군,전기화물,"*일반: 접수순
*우선: 접수순","95
 (10)
 (7)
 (0)
 (0)
 (78)",95,10,7,0,0,78,"120
 (10)
 (0)
 (0)
 (0)
 (110)",120,10,0,0,0,110,0,0,"95
 (7)
 (0)
 (0)
 (0)
 (88)",95,"0
 (3)
 (7)
 (0)
 (0)
 (0)",==  전기화물차 접수 마감 ==
충남,청양군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","17
 (2)
 (0)
 (0)
 (0)
 (15)",17,2,0,0,0,15,"35
 (3)
 (0)
 (0)
 (0)
 (32)",35,3,0,0,0,32,0,0,"35
 (3)
 (0)
 (0)
 (0)
 (32)",35,"0
 (0)
 (0)
 (0)
 (0)
 (0)",
충남,홍성군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","73
 (5)
 (5)
 (0)
 (0)
 (63)",73,5,5,0,0,63,"68
 (5)
 (0)
 (0)
 (0)
 (63)",68,5,0,0,0,63,5,0,"68
 (5)
 (0)
 (0)
 (0)
 (63)",68,"5
 (0)
 (5)
 (0)
 (0)
 (0)","17시 이전에 지원가능확인 요청 등을 마무리 해주시기 바랍니다.
2021. 10. 15. 대상자 선정이 완료되었으므로, 업무에 참고하시기 바랍니다.
2021. 10. 26. 사업 종료 되었습니다."
충남,예산군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","191
 (0)
 (0)
 (0)
 (0)
 (191)",191,0,0,0,0,191,"189
 (2)
 (3)
 (0)
 (0)
 (184)",189,2,3,0,0,184,2,7,"189
 (2)
 (3)
 (0)
 (0)
 (184)",189,"2
 (0)
 (0)
 (0)
 (0)
 (7)",※전기 화물 신청 마감
충남,태안군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","110
 (0)
 (0)
 (0)
 (0)
 (110)",110,0,0,0,0,110,"110
 (4)
 (0)
 (0)
 (0)
 (106)",110,4,0,0,0,106,0,4,"109
 (4)
 (0)
 (0)
 (0)
 (105)",109,"1
 (0)
 (0)
 (0)
 (0)
 (5)",
전북,전주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","400
 (40)
 (40)
 (0)
 (0)
 (320)",400,40,40,0,0,320,"515
 (25)
 (38)
 (0)
 (0)
 (452)",515,25,38,0,0,452,0,0,"401
 (19)
 (10)
 (0)
 (0)
 (372)",401,"0
 (21)
 (30)
 (0)
 (0)
 (0)",
전북,군산시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","300
 (25)
 (25)
 (0)
 (0)
 (250)",300,25,25,0,0,250,"318
 (13)
 (29)
 (0)
 (0)
 (276)",318,13,29,0,0,276,0,0,"300
 (13)
 (14)
 (0)
 (0)
 (273)",300,"0
 (12)
 (11)
 (0)
 (0)
 (0)",물량 마감
전북,익산시,전기화물,"*일반: 추첨
*우선: 추첨","419
 (21)
 (8)
 (0)
 (0)
 (390)",419,21,8,0,0,390,"419
 (21)
 (8)
 (0)
 (0)
 (390)",419,21,8,0,0,390,0,0,"419
 (21)
 (8)
 (0)
 (0)
 (390)",419,"0
 (0)
 (0)
 (0)
 (0)
 (0)",
전북,정읍시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","200
 (20)
 (10)
 (0)
 (0)
 (170)",200,20,10,0,0,170,"200
 (20)
 (1)
 (0)
 (0)
 (179)",200,20,1,0,0,179,0,0,"200
 (20)
 (1)
 (0)
 (0)
 (179)",200,"0
 (0)
 (9)
 (0)
 (0)
 (0)",
전북,남원시,전기화물,"*일반: 출고등록순(보조금 지원가능 확인요청 제출순)
*우선: 출고등록순(보조금 지원가능 확인요청 제출순)","193
 (20)
 (12)
 (0)
 (0)
 (161)",193,20,12,0,0,161,"215
 (5)
 (4)
 (0)
 (0)
 (206)",215,5,4,0,0,206,0,0,"193
 (5)
 (2)
 (0)
 (0)
 (186)",193,"0
 (15)
 (10)
 (0)
 (0)
 (0)",대상자확정 완료
전북,김제시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","163
 (11)
 (11)
 (0)
 (0)
 (141)",163,11,11,0,0,141,"190
 (7)
 (2)
 (0)
 (0)
 (181)",190,7,2,0,0,181,0,0,"163
 (7)
 (0)
 (0)
 (0)
 (156)",163,"0
 (4)
 (11)
 (0)
 (0)
 (0)","○ 전기자동차 신청기간 : 2021.3.16.(09:00)~3.19.(18:00)
○ 개인(사업자포함, 세대) 당 1대 신청 한정
○ 법인, 단체 당 최대 4대 신청 한정(전기승용에 한함)
   (단, 승용차의 경우 K-EV100 참여업체는 법인·기관 배정물량의 한도 내에서 지원대수 제한없음)
  - 선정 후 지급요청시 지방세완납증명서 제출
  - 공고일 이후 발급받은 초본(등본), 등기부등본만 인정
   (주민등록등본으로 거주기간 3개월 이상 확인 가능한 경우 등본 제출 가능)"
전북,완주군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","44
 (4)
 (3)
 (0)
 (0)
 (37)",44,4,3,0,0,37,"96
 (5)
 (4)
 (0)
 (0)
 (87)",96,5,4,0,0,87,0,0,"44
 (4)
 (3)
 (0)
 (0)
 (37)",44,"0
 (0)
 (0)
 (0)
 (0)
 (0)",
전북,진안군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","30
 (3)
 (3)
 (0)
 (0)
 (24)",30,3,3,0,0,24,"40
 (0)
 (0)
 (0)
 (0)
 (40)",40,0,0,0,0,40,0,0,"30
 (0)
 (0)
 (0)
 (0)
 (30)",30,"0
 (3)
 (3)
 (0)
 (0)
 (0)",
전북,무주군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","30
 (3)
 (3)
 (0)
 (0)
 (24)",30,3,3,0,0,24,"30
 (1)
 (0)
 (0)
 (0)
 (29)",30,1,0,0,0,29,0,0,"30
 (1)
 (0)
 (0)
 (0)
 (29)",30,"0
 (2)
 (3)
 (0)
 (0)
 (0)",
전북,장수군,전기화물,"*일반: 접수순(초과시 추첨)
*우선: 접수순(초과시 추첨)","46
 (5)
 (5)
 (0)
 (0)
 (36)",46,5,5,0,0,36,"46
 (2)
 (0)
 (0)
 (0)
 (44)",46,2,0,0,0,44,0,0,"46
 (2)
 (0)
 (0)
 (0)
 (44)",46,"0
 (3)
 (5)
 (0)
 (0)
 (0)",
전북,임실군,전기화물,"*일반: 접수순(초과시 추첨)
*우선: 접수순(초과시 추첨)","70
 (4)
 (2)
 (0)
 (0)
 (64)",70,4,2,0,0,64,"70
 (4)
 (2)
 (0)
 (0)
 (64)",70,4,2,0,0,64,0,0,"70
 (4)
 (2)
 (0)
 (0)
 (64)",70,"0
 (0)
 (0)
 (0)
 (0)
 (0)",
전북,순창군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","30
 (3)
 (0)
 (0)
 (0)
 (27)",30,3,0,0,0,27,"34
 (1)
 (0)
 (0)
 (0)
 (33)",34,1,0,0,0,33,0,0,"30
 (1)
 (0)
 (0)
 (0)
 (29)",30,"0
 (2)
 (0)
 (0)
 (0)
 (0)",
전북,고창군,전기화물,"*일반: 접수순(초과시 추첨)
*우선: 추첨","49
 (0)
 (0)
 (0)
 (0)
 (49)",49,0,0,0,0,49,"135
 (10)
 (2)
 (0)
 (0)
 (123)",135,10,2,0,0,123,0,0,"49
 (5)
 (2)
 (0)
 (0)
 (42)",49,"0
 (0)
 (0)
 (0)
 (0)
 (7)",
전북,부안군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","50
 (5)
 (5)
 (0)
 (0)
 (40)",50,5,5,0,0,40,"53
 (7)
 (0)
 (0)
 (0)
 (46)",53,7,0,0,0,46,0,0,"50
 (5)
 (0)
 (0)
 (0)
 (45)",50,"0
 (0)
 (5)
 (0)
 (0)
 (0)",
전남,목포시,전기화물,"*일반: 접수순(초과시 추첨)
*우선: 접수순(초과시 추첨)","20
 (2)
 (2)
 (0)
 (0)
 (16)",20,2,2,0,0,16,"35
 (2)
 (1)
 (0)
 (0)
 (32)",35,2,1,0,0,32,0,0,"20
 (2)
 (1)
 (0)
 (0)
 (17)",20,"0
 (0)
 (1)
 (0)
 (0)
 (0)",
전남,여수시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","150
 (0)
 (0)
 (0)
 (0)
 (150)",150,0,0,0,0,150,"150
 (16)
 (1)
 (0)
 (0)
 (133)",150,16,1,0,0,133,0,17,"150
 (16)
 (1)
 (0)
 (0)
 (133)",150,"0
 (0)
 (0)
 (0)
 (0)
 (17)",
전남,순천시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","80
 (8)
 (8)
 (0)
 (0)
 (64)",80,8,8,0,0,64,"80
 (8)
 (0)
 (0)
 (0)
 (72)",80,8,0,0,0,72,0,0,"80
 (8)
 (0)
 (0)
 (0)
 (72)",80,"0
 (0)
 (8)
 (0)
 (0)
 (0)",
전남,나주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","80
 (8)
 (8)
 (0)
 (0)
 (64)",80,8,8,0,0,64,"80
 (8)
 (1)
 (0)
 (0)
 (71)",80,8,1,0,0,71,0,0,"80
 (8)
 (1)
 (0)
 (0)
 (71)",80,"0
 (0)
 (7)
 (0)
 (0)
 (0)","○전기화물차 일반, 우선순위 마감됨.

○법인물량(승용) 및 중소기업 생산물량(화물)의 일반보급 전환물량 마감되었습니다."
전남,광양시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","80
 (8)
 (0)
 (0)
 (0)
 (72)",80,8,0,0,0,72,"60
 (3)
 (0)
 (0)
 (0)
 (57)",60,3,0,0,0,57,20,15,"60
 (3)
 (0)
 (0)
 (0)
 (57)",60,"20
 (5)
 (0)
 (0)
 (0)
 (15)",화물차 대상자 확정 마감되었음
전남,담양군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","44
 (5)
 (5)
 (0)
 (0)
 (34)",44,5,5,0,0,34,"42
 (2)
 (5)
 (0)
 (0)
 (35)",42,2,5,0,0,35,2,0,"42
 (2)
 (5)
 (0)
 (0)
 (35)",42,"2
 (3)
 (0)
 (0)
 (0)
 (0)",신청접수 마감합니다.
전남,곡성군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","50
 (3)
 (3)
 (0)
 (0)
 (44)",50,3,3,0,0,44,"54
 (2)
 (0)
 (0)
 (0)
 (52)",54,2,0,0,0,52,0,0,"50
 (2)
 (0)
 (0)
 (0)
 (48)",50,"0
 (1)
 (3)
 (0)
 (0)
 (0)",
전남,구례군,전기화물,"*일반: 추첨
*우선: 추첨","8
 (1)
 (1)
 (0)
 (0)
 (6)",8,1,1,0,0,6,"7
 (1)
 (0)
 (0)
 (0)
 (6)",7,1,0,0,0,6,1,0,"7
 (1)
 (0)
 (0)
 (0)
 (6)",7,"1
 (0)
 (1)
 (0)
 (0)
 (0)",
전남,고흥군,,,,,,,,,,,,,,,,,,,,,,
전남,보성군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","9
 (1)
 (1)
 (0)
 (0)
 (7)",9,1,1,0,0,7,"14
 (1)
 (1)
 (0)
 (0)
 (12)",14,1,1,0,0,12,0,0,"9
 (1)
 (0)
 (0)
 (0)
 (8)",9,"0
 (0)
 (1)
 (0)
 (0)
 (0)",
전남,화순군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","10
 (1)
 (1)
 (0)
 (0)
 (8)",10,1,1,0,0,8,"10
 (0)
 (0)
 (0)
 (0)
 (10)",10,0,0,0,0,10,0,0,"10
 (0)
 (0)
 (0)
 (0)
 (10)",10,"0
 (1)
 (1)
 (0)
 (0)
 (0)",예산 소진으로 인해 전기자동차(화물) 접수가 마감되었습니다.
전남,장흥군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","15
 (1)
 (2)
 (0)
 (0)
 (12)",15,1,2,0,0,12,"15
 (0)
 (0)
 (0)
 (0)
 (15)",15,0,0,0,0,15,0,0,"15
 (0)
 (0)
 (0)
 (0)
 (15)",15,"0
 (1)
 (2)
 (0)
 (0)
 (0)",
전남,강진군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","18
 (2)
 (0)
 (0)
 (0)
 (16)",18,2,0,0,0,16,"22
 (2)
 (0)
 (0)
 (0)
 (20)",22,2,0,0,0,20,0,0,"20
 (2)
 (0)
 (0)
 (0)
 (18)",20,"0
 (0)
 (0)
 (0)
 (0)
 (0)",
전남,해남군,전기화물,"*일반: 출고등록순
*우선: 접수순","65
 (6)
 (3)
 (0)
 (0)
 (56)",65,6,3,0,0,56,"67
 (4)
 (0)
 (0)
 (0)
 (63)",67,4,0,0,0,63,0,0,"60
 (3)
 (0)
 (0)
 (0)
 (57)",60,"5
 (3)
 (3)
 (0)
 (0)
 (0)",
전남,영암군,전기화물,"*일반: 접수순(초과시 추첨)
*우선: 접수순(초과시 추첨)","29
 (3)
 (3)
 (0)
 (0)
 (23)",29,3,3,0,0,23,"29
 (3)
 (0)
 (0)
 (0)
 (26)",29,3,0,0,0,26,0,0,"29
 (3)
 (0)
 (0)
 (0)
 (26)",29,"0
 (0)
 (3)
 (0)
 (0)
 (0)",
전남,무안군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","65
 (6)
 (0)
 (0)
 (0)
 (59)",65,6,0,0,0,59,"72
 (4)
 (0)
 (0)
 (0)
 (68)",72,4,0,0,0,68,0,0,"65
 (4)
 (0)
 (0)
 (0)
 (61)",65,"0
 (2)
 (0)
 (0)
 (0)
 (0)",
전남,함평군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","20
 (1)
 (1)
 (0)
 (0)
 (18)",20,1,1,0,0,18,"35
 (0)
 (2)
 (0)
 (0)
 (33)",35,0,2,0,0,33,0,0,"20
 (0)
 (0)
 (0)
 (0)
 (20)",20,"0
 (1)
 (1)
 (0)
 (0)
 (0)",
전남,영광군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","40
 (4)
 (4)
 (0)
 (0)
 (32)",40,4,4,0,0,32,"40
 (4)
 (2)
 (0)
 (0)
 (34)",40,4,2,0,0,34,0,0,"40
 (4)
 (2)
 (0)
 (0)
 (34)",40,"0
 (0)
 (2)
 (0)
 (0)
 (0)",전기화물마감됬습니다.
전남,장성군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","8
 (1)
 (1)
 (0)
 (0)
 (6)",8,1,1,0,0,6,"71
 (1)
 (0)
 (0)
 (0)
 (70)",71,1,0,0,0,70,0,0,"70
 (1)
 (0)
 (0)
 (0)
 (69)",70,"0
 (0)
 (1)
 (0)
 (0)
 (0)",예산소진으로 마감되었습니다.
전남,완도군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","26
 (3)
 (3)
 (0)
 (0)
 (20)",26,3,3,0,0,20,"25
 (0)
 (2)
 (0)
 (0)
 (23)",25,0,2,0,0,23,1,0,"25
 (0)
 (2)
 (0)
 (0)
 (23)",25,"1
 (3)
 (1)
 (0)
 (0)
 (0)",
전남,진도군,전기화물,"*일반: 출고등록순
*우선: 보조금 지원가능 확인요청서 등록순","20
 (2)
 (1)
 (0)
 (0)
 (17)",20,2,1,0,0,17,"21
 (0)
 (0)
 (0)
 (0)
 (21)",21,0,0,0,0,21,0,0,"20
 (0)
 (0)
 (0)
 (0)
 (20)",20,"0
 (2)
 (1)
 (0)
 (0)
 (0)","1. 접수기간: 2021. 9. 1.(수) 10:00 ~ 예산 소진 시 까지
2. 보급대수
    - 전기승용차: 일반 3대
    - 전기화물차: 일반 10대, 우선순위 2대
    보급물량은 예산 범위 내에서 변동될 수 있음
3. 선정방법: 출고등록순
4. 기타 자세한 내용은 공고문 참조"
전남,신안군,전기화물,"*일반: 접수순
*우선: -","35
 (1)
 (1)
 (0)
 (0)
 (33)",35,1,1,0,0,33,"35
 (0)
 (0)
 (0)
 (0)
 (35)",35,0,0,0,0,35,0,0,"35
 (0)
 (0)
 (0)
 (0)
 (35)",35,"0
 (1)
 (1)
 (0)
 (0)
 (0)",
경북,포항시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","162
 (0)
 (0)
 (0)
 (0)
 (162)",162,0,0,0,0,162,"158
 (9)
 (4)
 (0)
 (0)
 (145)",158,9,4,0,0,145,4,17,"158
 (9)
 (4)
 (0)
 (0)
 (145)",158,"4
 (0)
 (0)
 (0)
 (0)
 (17)",★ 포항시 전기자동차 민간보급 사업 종료 ★
경북,경주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","146
 (13)
 (13)
 (0)
 (0)
 (120)",146,13,13,0,0,120,"152
 (14)
 (3)
 (0)
 (0)
 (135)",152,14,3,0,0,135,0,0,"146
 (14)
 (3)
 (0)
 (0)
 (129)",146,"0
 (0)
 (10)
 (0)
 (0)
 (0)",
경북,김천시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","128
 (13)
 (13)
 (0)
 (0)
 (102)",128,13,13,0,0,102,"128
 (6)
 (1)
 (0)
 (0)
 (121)",128,6,1,0,0,121,0,0,"128
 (6)
 (1)
 (0)
 (0)
 (121)",128,"0
 (7)
 (12)
 (0)
 (0)
 (0)",마감
경북,안동시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","140
 (0)
 (0)
 (0)
 (0)
 (140)",140,0,0,0,0,140,"140
 (3)
 (1)
 (0)
 (0)
 (136)",140,3,1,0,0,136,0,4,"140
 (3)
 (1)
 (0)
 (0)
 (136)",140,"0
 (0)
 (0)
 (0)
 (0)
 (4)",
경북,구미시,전기화물,"*일반: 접수순
*우선: 접수순","180
 (18)
 (16)
 (0)
 (0)
 (146)",180,18,16,0,0,146,"188
 (17)
 (5)
 (0)
 (0)
 (166)",188,17,5,0,0,166,0,0,"188
 (17)
 (5)
 (0)
 (0)
 (166)",188,"0
 (1)
 (11)
 (0)
 (0)
 (0)","* 대상자 선정 후 3개월 이내 출고 되지 않을 경우 대상자 선정취소
* 2021. 07. 01부터 일반, 중소기업생산 물량 통합
* 2021. 10. 01부터 일반, 중소기업생산, 우선순위 물량 통합
* 2021. 10. 01부터 접수 마감(목표대수 초과에 따름)"
