총괄현황(전기차),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
시도,지역구분,차종,접수방법,민간공고대수,,,,,,,접수대수,,,,,,,접수 잔여대수,,출고대수,,출고잔여대수,비고
경기,의왕시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","100
 (10)
 (10)
 (0)
 (20)
 (60)",100,10,10,0,20,60,"20
 (8)
 (5)
 (1)
 (2)
 (4)",20,8,5,1,2,4,80,56,"20
 (8)
 (5)
 (1)
 (2)
 (4)",20,"80
 (2)
 (5)
 (0)
 (18)
 (56)","★★★★12월 13(금)까지 대상자 선정이 되어 차량이 출고되고 12월 18(수)까지 지급신청까지 마무리 되어야 합니다.★★★★
<2024년 전기화물차 민간 보급사업>
○ 지원대수 100대(일반 60, 우선순위 10대, 택배 20대, 중소기업 10대)
○ 선정기준: 출고등록순
○ 공고일: 2024. 2. 29(목) 
○ 신청기간: 2024. 3. 04(월) 10:00부터~2024. 12. 13(금) 18:00까지"
경기,하남시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","149
 (15)
 (15)
 (0)
 (30)
 (89)",149,15,15,0,30,89,"61
 (11)
 (10)
 (9)
 (3)
 (28)",61,11,10,9,3,28,88,61,"59
 (11)
 (10)
 (9)
 (3)
 (26)",59,"90
 (4)
 (5)
 (0)
 (27)
 (63)","●2024. 9. 2. 기준 지원신청부터 제출 서류 원본 하남시청 환경정책과로 제출해주시기 바랍니다.
*******************우선순위 마감***********************
**********소상공인 국비 추가는 모든 전형 가능************
<하남시 2024년 상반기 전기자동차(화물) 보급사업>
○ 접수기간 : 2024. 3. 7. 09:00 ~ 예산 소진 시까지 
○ 보급대수 : 150대(일반 90대, 우선순위 15대, 택배 30대, 중소기업 15대)
○ 보급차종 : 무공해차 통합누리집 참조 
○ 대상자선정 : 출고·등록순(지원가능확인요청순)"
경기,용인시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","180
 (20)
 (20)
 (0)
 (40)
 (100)",180,20,20,0,40,100,"179
 (70)
 (35)
 (19)
 (11)
 (44)",179,70,35,19,11,44,1,56,"171
 (70)
 (27)
 (19)
 (11)
 (44)",171,"9
 (0)
 (0)
 (0)
 (29)
 (56)","★ 2024년 전기자동차(승용,화물,버스) 보급사업 접수가 마감되었습니다. 
기 신청자 중 대상자로 선정되신 분들은 2024. 12. 18.(수)까지 차량등록 및 지급신청까지 완료해 주시기 바랍니다. ★


2024년도 전기자동차(승용,화물)) 민간 보급사업 (변경)공고

○ 접수기간: 2024. 2. 29.(목) 09:00~12.06.(금) 18:00
  ※ 단, 보조금 지급 신청기한 2024.12.13.(금), 접수기한 내 예산소진 시 조기종료
○ 대상자 선정기준 : 출고·등록순
○ 대수제한
- 개인 및 개인사업자 : 개인당 1대(용인시 3개월(90일) 이상 거주)
- ★★개인사업자는 사업장 주소와 관계없이 등본상 주소지가 용인이면 가능★★
- 법인 : 1대(2대이상 구매는 환경공단 문의 1661-0970)
★ 처리 독촉 전화 자제 및 독촉 전화와 관계없이 공정하게 선착순으로 서류 심사 진행
※ 출고 전 잔여물량 확인 필수
※ 기타 문의사항 : 용인시청 기후대기과 (☎031-6193-3155) 문의"
경기,파주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","350
 (35)
 (35)
 (0)
 (70)
 (210)",350,35,35,0,70,210,"273
 (57)
 (30)
 (34)
 (21)
 (131)",273,57,30,34,21,131,77,79,"272
 (57)
 (30)
 (34)
 (21)
 (130)",272,"78
 (0)
 (5)
 (0)
 (49)
 (80)","*****화물 신청기간: 7.1 ~ 12. 6.(금) 18:00까지
지급신청시 원본서류 우편제출 필수입니다.
---------------------------
24.7.26 수정지침 반영된 공고문 서식으로 제출하여 주세요
------
2024년 상반기 파주시 전기자동차 보급사업
-접수신청: 2. 26.(월) ~ 12. 6.(금)
-보급대수
 승용: 500대 (일반 400, 우선순위 50, 택시 50)
 화물: 350대 (일반 210, 우선순위 35, 택배 70, 중소기업생산 35)
-대상자선정: 출고등록순
-보급대수제한
 개인(개인사업자포함): 1대
 법인: 1대
※ 기타 자세한 문의사항은 공고문을 참고하시기 바라며, 보급대수는 차종별 보조금 차등지원에 따라 예산범위 내에서 변동될 수 있음"
경기,이천시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","249
 (0)
 (0)
 (0)
 (0)
 (249)",249,0,0,0,0,249,"97
 (21)
 (4)
 (11)
 (1)
 (60)",97,21,4,11,1,60,152,189,"94
 (20)
 (4)
 (11)
 (1)
 (58)",94,"155
 (0)
 (0)
 (0)
 (0)
 (191)","2024년도 전기자동차 보급사업 변경공고(2차)

 ○ 사업기간 : 2024. 2. 27.(화) ~ 2024. 12. 13.(금) (예산 소진시 종료)
  - 지원신청: 2024. 12. 13.(금) 23:59 까지
  - 지급신청: 2024. 12. 26.(목) 18:00 까지
   ※ 2024. 12. 26.(목)까지 보조금 지급신청(이월없음)
 ○ 보급대수 : 승용 598대, 화물 190대
   ※ 2024년 총 사업량이며, 사업 추이에 따라 예산 및 사업대수는 변동 될 수 있음
 ○ 선정기준 : 출고·등록순

  ※ 지원시스템에 보조금 지급 신청 후 보조금 지급(지원) 신청서류 일체를 원본 제출
   ▶ 원본 서류 제출방법: 등기 또는 방문접수 (평일 09:00 ~ 18:00)
   ▶ 제출처: 경기도 이천시 부악로40(중리동), 이천시청 환경보호과(7층) (우)17379

  ※ 자세한 사항은 공고문을 반드시 확인하여 주시기 바랍니다."
경기,안성시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","412
 (38)
 (38)
 (0)
 (75)
 (261)",412,38,38,0,75,261,"90
 (32)
 (6)
 (13)
 (9)
 (30)",90,32,6,13,9,30,322,231,"90
 (32)
 (6)
 (13)
 (9)
 (30)",90,"322
 (6)
 (32)
 (0)
 (66)
 (231)","★공고문에 첨부된 서식으로 제출하시기 바랍니다.★
--------------------------------------------------------
★★보조금 지급 신청시 추가 첨부서류 안내
- 경유화물차 보유 시 : 차량등록증 
- 경유화물차 폐차 시 : 차량말소등록증 
---------------------------------------------------------------------------------------------
★전기자동차 보급사업 변경 공고(하반기 2차)
1. 신청기간 : 2024.9.23.(월) 오전 9시 ~ 2024.12.13.(금) 오후 6시(예산 소진 시 조기마감)
                 ※ 지원가능확인 요청 기간: 2024. 9. 24.(화) 09:00~ 
2. 보급대수 : 화물 37대(차종별 보조금 상이하므로 보급대수는 변경될 수 있음)
3. 선정방법 : 출고등록순
---------------------------------------------------------------------------------------
★민원전화 폭주로 업무처리가 매우 지연되고 있습니다. 
   빠른 처리를 위한 단순 접수알림, 처리 독촉 전화 자제 부탁드립니다.
   지원신청서 접수~대상자선정까지 최소 1~3일 소요됩니다."
경기,김포시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","616
 (114)
 (63)
 (0)
 (110)
 (329)",616,114,63,0,110,329,"250
 (161)
 (32)
 (15)
 (15)
 (27)",250,161,32,15,15,27,366,302,"248
 (160)
 (31)
 (15)
 (15)
 (27)",248,"368
 (0)
 (32)
 (0)
 (95)
 (302)","2024년 <하반기> 김포시 전기자동차 보급사업 (변경공고)

○ 접수기간 : 2024. 11. 14. (목) 09:00 ~ 2024. 12. 13.(금) 18:00
    ※ 예산소진시 조기종료
    ※ 2024년 지출마감일정으로 인하여 12. 17. (화)까지 지급신청 완료 건에 한해 보조금 지급
○ 하반기 보급대수 : 전기승용 768대, 전기화물 513대
    - 잔여대수 : 전기승용 390대, 전기화물 389대 ('24.11.12.기준)
○ 보급차종 및 보조금 : 공고문 또는 무공해차 통합누리집 참고
    ※ 다자녀 추가보조금 요건, 금액 변경되어 확인 바랍니다.
○ 신청방법 : (제조,판매사) 전기차구매보조금 지원시스템(ev.or.kr)에서 신청
○ 선정방법: 출고·등록순
○ 대수제한
 - 개인(사업자 포함) :1대
 - 법인: 1대 (2대이상 구매는 환경공단 문의 1661-0970)

※ 관련 모든 서류는 원본대조필 날인 후, 시스템에 1개의 파일로 통합하여 첨부
※ 전산 상 표시된 잔여대수와 실제 보급가능대수(대상자 선정 가능대수) 상이할 수 있음 (차종별 보조금액 상이)
※ 자세한 사항은 공고문을 필히 참고할 것
※ 차후 국비 변경에 따라 지방비 보조금액이 변경될 수 있음 (무공해차 통합누리집 지자체 차종별 보조금에 업데이트 예정)
★ 민원전화 폭주로 오히려 신속한 업무처리가 매우 어렵습니다. 빠른 처리를 위해 단순 접수 알림, 처리독촉 등의 전화는 자제해주시기 바랍니다.★
★ 공정성을 위해 접수 순으로 검토 예정입니다. (예외 없음)★
★ 서류 미비로 보완이 될 경우 후순위로 밀리는 점 인지해주시기 바랍니다.★"
경기,화성시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","390
 (0)
 (0)
 (50)
 (5)
 (335)",390,0,0,50,5,335,"542
 (85)
 (22)
 (162)
 (24)
 (249)",542,85,22,162,24,249,0,86,"542
 (85)
 (22)
 (162)
 (24)
 (249)",542,"0
 (0)
 (0)
 (0)
 (0)
 (86)","-------------------------------------------------------------------------------------------------------------------------------------------------------------------------
★★★ 차종별로 보조금액이 상이, 추가보조금으로 인해 
무공해차 통합누리집에 집계된 잔여대수와 실제 보급가능대수 상이

★★★좌측 잔여대수는 참고용, 실제 잔여대수 확인 원할 시 유선 문의 요청!!

★(통합진행) 2024년도 전기자동차(승용, 화물) 보급사업 공고문(하반기2차)★
● 접수기간
 ㅇ 승용, 화물 :  `24. 10. 2. (수) 10:00 ∼ 12. 6.(금) 18:00(예산 소진시 조기 마감)
 ※ 지원가능확인요청 단계 시작 일자 : 2024. 10. 4. (금)
 ※ 2024. 12. 13.(금)까지 차량 출고, 등록 및 보조금 지급신청이 가능한 자에 한해 보조금 지원

● 통합공고 보급대수
 ㅇ 승용 : 총 606대(일반 561대, 택시 45대) 
 ㅇ 화물 : 총 200대

● 지원대상 : 신청일 기준 2개월 이상 화성시에 주소를 둔 자
 ㅇ (개인) 만 18세 이상 시민
 ㅇ (개인사업자) 대표자가 화성시에 주소지를 둔 사업자
 ㅇ (법인, 기관) 화성시 내 사업장(본사, 지사, 공장, 자동차 대여사업소 등)이 위치한 법인 및 기업 

● 선정기준
 ㅇ 자격부여 : 신청순
 ㅇ 대상자 : 출고등록순(지원가능확인 요청순)
 ㅇ 보급대수 제한 : 개인·개인사업자 1대, 법인·기관 1대
  * 법인, 개인사업자 전기자동차 2대 이상 한국환경공단 문의

● 문의
통합 문의 : 1577-4200 / 031-5189-6727

☆최근 게시된 공고문(추경2차 다운로드1)의 서식을 사용하시기 바랍니다☆

※ 기타 자세한 문의사항은 공고문을 참조하시기 바랍니다.
※ 문의 전화 폭주로 인하여 업무처리가 지연되고 있으니, 
신속한 업무처리를 위해 단순 전화 문의는 자제 부탁드립니다.
※ 서류미비로 보완이 될 경우 후순위로 밀리는 점 인지 부탁드립니다."
경기,광주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","377
 (38)
 (38)
 (0)
 (76)
 (225)",377,38,38,0,76,225,"239
 (114)
 (30)
 (33)
 (19)
 (43)",239,114,30,33,19,43,138,182,"238
 (114)
 (30)
 (33)
 (19)
 (42)",238,"139
 (0)
 (8)
 (0)
 (57)
 (183)","--------------------------------------------------------------------------------------------------
--------------------------------------------------------------------------------------------------


▶▶광주시 전기화물차◀◀
** 반드시 경유화물차 보유여부확인


<< 광주시 하반기 전기자동차(승용,화물) 보급사업 공고문>>

○접수기간 : 2024. 7. 1. ~ 12. 6. ※ 예산소진시 조기 마감

○하반기 보급대수 : 679대 (승용 533, 화물 146)

★주의사항
▶지원신청서 접수순으로 서류검토 후 자격부여함 (전화로 먼저해달라고 요청하셔도 불가합니다)
▶자격부여 후 10일이내 출고확정 시 지원가능확인요청
▶‘지원가능 여부 확인 요청 순’으로 대상자 확정



※※※신속한 업무처리를 위해 전화문의는 자제해주실 것을 부탁드립니다.※※※

--------------------------------------------------------------------------------------------------
--------------------------------------------------------------------------------------------------"
경기,양주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","185
 (87)
 (12)
 (28)
 (21)
 (37)",185,87,12,28,21,37,"190
 (89)
 (12)
 (30)
 (21)
 (38)",190,89,12,30,21,38,0,0,"185
 (87)
 (12)
 (28)
 (21)
 (37)",185,"0
 (0)
 (0)
 (0)
 (0)
 (0)","2024년 양주시 전기자동차(승용,화물) 보조금 지급 계획
○ 사업기간 : 2024. 02. 27.(화) 09:00 ~ 2024. 12. 13.(금) 18:00 (예산 소진 시 조기마감)
○ 보급대수 : 전기승용·초소형 350대, 전기화물 170대
 - 전기화물차 배정예산 소진으로 마감되었습니다."
경기,포천시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","477
 (48)
 (48)
 (94)
 (94)
 (193)",477,48,48,94,94,193,"130
 (59)
 (7)
 (14)
 (8)
 (42)",130,59,7,14,8,42,347,151,"130
 (59)
 (7)
 (14)
 (8)
 (42)",130,"347
 (0)
 (41)
 (80)
 (86)
 (151)",
경기,여주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","163
 (0)
 (0)
 (0)
 (0)
 (163)",163,0,0,0,0,163,"81
 (42)
 (4)
 (11)
 (1)
 (23)",81,42,4,11,1,23,82,140,"81
 (42)
 (4)
 (11)
 (1)
 (23)",81,"82
 (0)
 (0)
 (0)
 (0)
 (140)","2024년 하반기 전기자동차 보급사업 변경 공고를 붙임과 같이 시행하고자 합니다.

 1. 사 업 명 : 2024년 하반기 전기자동차 보급사업 변경(다자녀 추가지원 및 마감예고) 공고
 2. 사업기간 : 2024. 7. 4.(목) 16:00 ~ 2024. 12. 13(금) (예산 소진 시 조기마감)
 3. 보급물량 : 승용 약127대, 화물 약160대
 4. 지원내용 : 붙임 참조
 5. 변경내용
   가. 다자녀 가구 국비 추가지원  : 최대300만원(자녀2명 1백만원, 자녀3명 2백만원, 자녀4명이상 3백만원)
   나. 접수마감 예고
      1) 당초 : 예산 소진시 까지
      2) 변경 : 2024.12.13.(금)까지 (예산 소진 시 조기마감)
        - 2024.12.20.(금) 이전 출고 및 등록완료 가능차량만 자격부여
        - 2024.12.20.(금) 까지 보조금 지급신청을 완료하여야 함.

붙임  1. 2024년 하반기 전기자동차 보급사업 변경 공고문 1부.
       2. 전기자동차 차종별(승용, 화물) 보조금 현황 1부.  끝.
※ 전기화물차 신청시 경유화물차 보유여부 및 폐차이행여부 필히 확인 요함
※ 자세한 사항은 공고문을 확인해 주시기 바랍니다.
※ 원본 서류 제출 불필요(추후 공고문 수정 예정)"
경기,연천군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","96
 (10)
 (10)
 (0)
 (20)
 (56)",96,10,10,0,20,56,"29
 (15)
 (2)
 (6)
 (0)
 (6)",29,15,2,6,0,6,67,50,"29
 (15)
 (2)
 (6)
 (0)
 (6)",29,"67
 (0)
 (8)
 (0)
 (20)
 (50)","환경친화적 자동차의 보급을 촉진하기 위한 「2024년 전기자동차 구매지원 사업」을 아래와 같이 추진하고자 합니다.
● 사업기간 : 2024. 02. ~ 예산 소진 시까지 
● 사 업 비 : 총 2,639,500,000원
● 사 업 내 용 : 전기자동차를 구매하는 자에게 예산의 범위 내에서 보조금 지원
● 지원내용
  ○보급대수 : 약 210대
    - 전기승용·초소형 : 약 113대
    ☞ 일반: 89대, 우선지원대상: 12대(물량의 10%), 택시: 12대(물량의 10%)
    - 전기화물 : 약 96대 
    ☞일반: 56대, 우선지원대상: 10대(물량의 10%), 운송사업물량(물량의 20%): 20대, 중소기업생산물량: 10대(물량의 10%)
    - 전기승합(버스) : 약 1대 
● 지원대상
   ○ 연천군에 30일 이상 주소를 둔 만 18세(자동차 운전면허시험 자격 최소연령) 이상 개인 및 개인 사업자
   ○ 연천군 내 위치한 공공기관 및 지방공기업(중앙행정기관 제외)  
   ○ 택시법인, 1대만 구매하는 법인, 초소형 전기승용, 전기승합, 초소형·경형 전기화물을 구매하는 법인"
경기,가평군,전기화물,"*일반: 접수순
*우선: 접수순","61
 (9)
 (9)
 (0)
 (18)
 (25)",61,9,9,0,18,25,"13
 (6)
 (1)
 (0)
 (0)
 (6)",13,6,1,0,0,6,48,19,"13
 (6)
 (1)
 (0)
 (0)
 (6)",13,"48
 (3)
 (8)
 (0)
 (18)
 (19)","가. 신청 및 접수기간: 2024. 3. 4.(월) ∼ 예산 소진 시까지
 나. 보급대수
   1) 전기승용 137대(일반 109대, 택시 14대, 우선지원대상 14대)            
   2) 전기화물차 86대(일반 50대, 중소기업생산물량 9대, 우선지원대상 9대, 운송사업 18대)
   3) 전기버스 1대(가평군 교통정책에 따라 전기버스 운행 노선이 확정된 운수업체 우선)
 다. 지원차종 및 금액: 차종마다 상이, 공고문 참고
 라. 지원선정 및 지급: 접수 순으로 대상자 선정 후, 출고 등록 순으로 지급
 마. 문의처: 가평군 환경정책과(☏ 031-580-2441), 가평군청 홈페이지 공고문 참고"
경기,양평군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","180
 (20)
 (20)
 (0)
 (39)
 (101)",180,20,20,0,39,101,"77
 (32)
 (13)
 (4)
 (9)
 (19)",77,32,13,4,9,19,103,82,"77
 (32)
 (13)
 (4)
 (9)
 (19)",77,"103
 (0)
 (7)
 (0)
 (30)
 (82)","ㅇ2024년 상반기 전기자동차 보급사업
○ 접수기간: 2024. 3. 1.(금) ~ 예산 소진 시까지
○ 보급대수
  - 전기승용: 301대(일반 235, 우선순위 33, 택시 33)
  - 전기화물: 180대(일반 101, 우선순위 20, 택배 39, 중소기업생산 20)
○ 지원금액: 무공해차 구매보조금 지원시스템(https://www.ev.or.kr/ps) 참조
○ 접수방법: 제조·판매사가 무공해차 구매보조금 지원시스템(https://www.ev.or.kr/ps) 접수
○ 선정기준: 출고·등록순"
강원,춘천시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","100
 (10)
 (10)
 (0)
 (20)
 (60)",100,10,10,0,20,60,"96
 (44)
 (7)
 (4)
 (17)
 (24)",96,44,7,4,17,24,4,36,"96
 (44)
 (7)
 (4)
 (17)
 (24)",96,"4
 (0)
 (3)
 (0)
 (3)
 (36)",신청접수 : 2024. 3. 4.(월) 09:00 ~
강원,원주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","390
 (20)
 (20)
 (0)
 (40)
 (310)",390,20,20,0,40,310,"104
 (67)
 (14)
 (4)
 (0)
 (19)",104,67,14,4,0,19,286,291,"104
 (67)
 (14)
 (4)
 (0)
 (19)",104,"286
 (0)
 (6)
 (0)
 (40)
 (291)","2024년 원주시 전기자동차 2차 공고
-접수기간: 2024. 7. 1.(월) 공고 후 ~ 2024. 12. 16.(월) (예산 소진 시, 조기종료) 환경부 정책에 따라 물량은 변동될수 있음
-대상자 선정방식: 출고등록순(지원가능확인 요청 순서대로 대상자를 선정하며, 자격부여는 대상자 선정이 아님을 알려드립니다.)
-보조금 청구 시, 접수 및 청구 서류 일체 '강원틀별자치도 원주시 시청로 1, 원주시청 6층 기후에너지과' 로 송부
-전기화물차 지원신청 시 [붙임10]경유화물차 폐차이행 보조금 신청서 제출 필요(경유화물차 보유 여부 무관)

■ 빠른 처리를 위해 단순 접수알림, 처리 독촉 전화는 가능한 한 자제부탁드립니다 ■"
강원,강릉시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","176
 (87)
 (41)
 (0)
 (76)
 (0)",176,87,41,0,76,0,"85
 (44)
 (13)
 (5)
 (8)
 (15)",85,44,13,5,8,15,91,0,"85
 (44)
 (13)
 (5)
 (8)
 (15)",85,"91
 (43)
 (28)
 (0)
 (68)
 (0)","※ 2024년 전기자동차 하반기 보급사업 공고 ※
* 신청기간:  공고일 ~ 2024. 12. 13. 18:00 (지급청구 요청분까지) 
 - (예산 소진 시 조기 마감)
* 지원자격: 신청접수일 기준 90일전부터 강릉시에 주소를 둔 자
* 대상자선정 기준: 출고등록순 
* 보급대수: 화물 342대"
강원,동해시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","66
 (11)
 (11)
 (0)
 (22)
 (22)",66,11,11,0,22,22,"39
 (7)
 (4)
 (0)
 (10)
 (18)",39,7,4,0,10,18,27,4,"39
 (7)
 (4)
 (0)
 (10)
 (18)",39,"27
 (4)
 (7)
 (0)
 (12)
 (4)",
강원,태백시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","109
 (0)
 (0)
 (0)
 (0)
 (109)",109,0,0,0,0,109,"14
 (5)
 (2)
 (2)
 (4)
 (1)",14,5,2,2,4,1,95,108,"14
 (5)
 (2)
 (2)
 (4)
 (1)",14,"95
 (0)
 (0)
 (0)
 (0)
 (108)",
강원,속초시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","150
 (15)
 (0)
 (0)
 (30)
 (105)",150,15,0,0,30,105,"29
 (18)
 (3)
 (3)
 (4)
 (1)",29,18,3,3,4,1,121,104,"29
 (18)
 (3)
 (3)
 (4)
 (1)",29,"121
 (0)
 (0)
 (0)
 (26)
 (104)",
강원,삼척시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","90
 (9)
 (9)
 (0)
 (18)
 (54)",90,9,9,0,18,54,"28
 (15)
 (1)
 (2)
 (6)
 (4)",28,15,1,2,6,4,62,50,"28
 (15)
 (1)
 (2)
 (6)
 (4)",28,"62
 (0)
 (8)
 (0)
 (12)
 (50)",
강원,홍천군,전기화물,"*일반: 접수순
*우선: 접수순","90
 (9)
 (9)
 (0)
 (18)
 (54)",90,9,9,0,18,54,"41
 (10)
 (3)
 (1)
 (3)
 (24)",41,10,3,1,3,24,49,30,"41
 (10)
 (3)
 (1)
 (3)
 (24)",41,"49
 (0)
 (6)
 (0)
 (15)
 (30)",
강원,횡성군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","82
 (0)
 (0)
 (0)
 (0)
 (82)",82,0,0,0,0,82,"16
 (7)
 (3)
 (3)
 (0)
 (3)",16,7,3,3,0,3,66,79,"16
 (7)
 (3)
 (3)
 (0)
 (3)",16,"66
 (0)
 (0)
 (0)
 (0)
 (79)","□ 사업개요
1. 신청기간 : 2024. 3. 4. ~ 예산 소진 시까지
2. 보급대수 : 179대(상104, 하75)
※ 승용90, 화물85, 승합4
※ 사업 진행상황에 따라 변동될 수 있음
※ 해당 사업 잔여물량 소진시까지 진행（조기 소진 시 마감）
3. 사업내용 : 환경부 인증을 받은 전기자동차 구입 보조금 지원
4. 지원차종 : 붙임2 참조
※ 향후 추가되는 차량은 저공해차 통합누리집（www.ev.or.kr）에 게재
5. 선정방법 : 출고·등록순（저공해차 구매보조금 지원시스템“지원가능확인”요청 순）"
강원,영월군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","187
 (8)
 (8)
 (0)
 (16)
 (155)",187,8,8,0,16,155,"14
 (12)
 (1)
 (0)
 (0)
 (1)",14,12,1,0,0,1,173,154,"13
 (11)
 (1)
 (0)
 (0)
 (1)",13,"174
 (0)
 (7)
 (0)
 (16)
 (154)",
강원,평창군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","70
 (7)
 (7)
 (0)
 (14)
 (42)",70,7,7,0,14,42,"18
 (8)
 (0)
 (1)
 (1)
 (8)",18,8,0,1,1,8,52,34,"18
 (8)
 (0)
 (1)
 (1)
 (8)",18,"52
 (0)
 (7)
 (0)
 (13)
 (34)","○ 2024년 전기자동차 보급사업 2차 공고

 

1. 신청기간 : 2024. 8. 7.(수) 09:00 ~ 2024. 12. 11.(수)(예산 소진 시 조기 마감)

  ※ 무공해차 구매보조금 지원시스템에 명시된 기간과 상관없이 신청기간 내에 대상자 선정이 완료되어야 함.

2. 보급수량 : 승용 72대, 소형화물 64대, 승합 2대

3. 신청방법

  가. 전기자동차 제작·수입사를 통한 온라인 접수

    1) 신청인 : 희망하는 전기자동차 제작·수입사와 구매계약 체결

    2) 제작·수입사 : 무공해차 구매보조금 지원시스템을 통한 구매 지원 신청서류 제출

4. 선정방법 : 출고·등록순

   가. '지원확정'(대상자 선정)단계가 아닌 '자격부여' 단계에 출고할 경우 보조금 지급 불가

   나. 보조금 지원대상자로 결정된 날로부터 10일 이내에 차량이 출고되지 않을 경우 대상자 선정이 취소되거나 대기자로 변경될 수 있음.

5. 지역할인제 한시적 운영 : 2024. 8. 1. ~ 2024. 10. 31. 

   참여 대상에 한하여 최대 승용 100만원, 화물 50만원 추가 지원"
강원,정선군,전기화물,"*일반: 접수순
*우선: 보급대수 : 146대(승용 86대, 화물58대 승합 2대)    ？ 전기승용차 : 택시 10%, 우선순위 10%    ？ 전기화물차(소형) : 우선순위 10%, 택배20%, 중소기업 생산 물량 10%      ？ 전기화물차(초소형) : 우선순위 10%, 택배20%, 중소기업 생산 물량 10%","58
 (5)
 (5)
 (0)
 (10)
 (38)",58,5,5,0,10,38,"10
 (4)
 (1)
 (0)
 (1)
 (4)",10,4,1,0,1,4,48,34,"10
 (4)
 (1)
 (0)
 (1)
 (4)",10,"48
 (1)
 (4)
 (0)
 (9)
 (34)",
강원,철원군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","140
 (0)
 (0)
 (0)
 (0)
 (140)",140,0,0,0,0,140,"44
 (17)
 (1)
 (0)
 (7)
 (19)",44,17,1,0,7,19,96,121,"44
 (17)
 (1)
 (0)
 (7)
 (19)",44,"96
 (0)
 (0)
 (0)
 (0)
 (121)",
강원,화천군,전기화물,"*일반: 출고등록순
*우선: -","15
 (0)
 (0)
 (0)
 (0)
 (15)",15,0,0,0,0,15,"10
 (4)
 (1)
 (2)
 (0)
 (3)",10,4,1,2,0,3,5,12,"10
 (4)
 (1)
 (2)
 (0)
 (3)",10,"5
 (0)
 (0)
 (0)
 (0)
 (12)",
강원,양구군,전기화물,"*일반: 접수순
*우선: 접수순","60
 (0)
 (0)
 (0)
 (0)
 (60)",60,0,0,0,0,60,"19
 (11)
 (2)
 (0)
 (4)
 (2)",19,11,2,0,4,2,41,58,"19
 (11)
 (2)
 (0)
 (4)
 (2)",19,"41
 (0)
 (0)
 (0)
 (0)
 (58)",
강원,인제군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","49
 (5)
 (5)
 (0)
 (5)
 (34)",49,5,5,0,5,34,"9
 (5)
 (2)
 (1)
 (1)
 (0)",9,5,2,1,1,0,40,34,"9
 (5)
 (2)
 (1)
 (1)
 (0)",9,"40
 (0)
 (3)
 (0)
 (4)
 (34)",
강원,고성군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","40
 (6)
 (6)
 (0)
 (13)
 (15)",40,6,6,0,13,15,"17
 (8)
 (2)
 (0)
 (2)
 (5)",17,8,2,0,2,5,23,10,"17
 (8)
 (2)
 (0)
 (2)
 (5)",17,"23
 (0)
 (4)
 (0)
 (11)
 (10)",
강원,양양군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","20
 (0)
 (0)
 (0)
 (0)
 (20)",20,0,0,0,0,20,"8
 (4)
 (0)
 (0)
 (0)
 (4)",8,4,0,0,0,4,12,16,"8
 (4)
 (0)
 (0)
 (0)
 (4)",8,"12
 (0)
 (0)
 (0)
 (0)
 (16)",
